LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
AC034228.2,1,51,34,0,0,254,0,11,2,1,29,14,43,0,0,0,1,564.9929,2341,1,0,2341,8,5.687857,0,1,116,161,0,161,0,1,1,1,15253.19918,15266,0,0,0,1,15253.19918,15266,1,564.9929,1918,0,0,0,1,564.9929,1918,93,87,16,8,38,390,38
AC034228.3,2,44,15,0,0,106,0,3,1,0,7,6,13,0,0,0,1,564.9929,2341,1,0,2341,3,6.578333,0,1,103,55,0,55,0,1,1,1,14959.02579,14353,0,0,0,1,14959.02579,14353,1,564.9929,1918,0,0,0,1,564.9929,1918,47,50,6,4,38,204,38
AC034228.4,1,55,17,0,0,0,0,1,0,1,89,99,188,0,0,0,1,10544.28459,14675,0,0,19962,3,5.833333,0,156,11,82,0,82,0,40,40,2,18366.34829,15956,0,0,0,2,18366.34829,15956,1,13558.86942,15404,0,0,0,1,13558.86942,15404,41,35,13,10,0,127,0
AC034243.1,0,48,169,0,0,1,0,36,4,5,24,31,55,0,0,0,1,16040.15838,16076,0,0,19962,3,5.58,0,22,134,210,0,210,0,22,22,1,17907.95634,16451,0,0,0,1,17907.95634,16451,1,16525.07808,15660,0,0,0,1,16525.07808,15660,128,116,23,25,86,495,84
AC037445.1,0,41,16,0,0,0,0,6,0,1,4,24,28,0,0,0,1,19480.25322,9552.5,0,0,19962,0,0,0,18,50,41,0,41,0,7,7,1,13146.59529,8107,0,0,0,1,13146.59529,8107,1,23982.17617,7559,0,0,0,1,23982.17617,7559,31,50,1,13,1,117,1
AC046143.3,0,64,50,0,0,0,0,29,3,1,28,26,54,0,0,0,1,11844.59336,13639.5,0,0,19962,7,8.422857,0,64,49,129,0,129,0,40,40,3,11111.52567,14849,0,0,0,3,11111.52567,14849,3,12657.59175,15002,0,0,0,3,12657.59175,15002,69,61,13,13,117,338,37
AC051649.12,1,50,89,0,0,0,0,30,2,5,35,28,63,0,0,0,1,5127.586,14252,0,0,19962,2,4.466667,0,26,35,72,1,71,0,12,12,1,8710.972522,13266,2,24763.8048,289,1,8568.491762,12735,2,8342.742262,16354,0,0,0,2,8342.742262,16354,42,53,16,9,60,180,41
AC051649.16,1,58,37,0,0,0,0,2,1,0,12,12,24,0,0,0,1,5206.887662,13707,0,0,19962,5,7.74,0,34,37,72,0,72,0,34,34,1,6756.365862,11432,0,0,0,1,6756.365862,11432,1,5206.887662,13284,0,0,0,1,5206.887662,13284,54,73,12,12,23,169,23
AC051649.6,0,63,128,0,0,0,0,2,0,0,1,16,17,0,0,0,1,6554.611821,14221,0,0,19962,21,6.604048,0,24,46,78,1,77,0,4,4,2,10899.65146,14175.5,2,24763.8048,289,2,10756.72205,14160,2,3158.98666,11318,0,0,0,2,3158.98666,11318,43,50,0,13,31,142,17
AC053503.11,0,56,79,0,0,0,0,15,0,1,35,33,68,0,0,0,1,6076.675769,11470,0,0,19962,10,6.602941,0,42,44,128,0,128,0,42,42,1,5873.627745,10889,0,0,0,1,5873.627745,10889,1,7080.522046,11826,0,0,0,1,7080.522046,11826,71,67,26,27,137,233,103
AC053503.4,2,53,222,0,0,200,0,27,3,5,12,18,30,0,0,0,1,2963.691109,7888,1,0,7573,7,5.935455,0,23,67,202,0,202,0,23,23,1,8755.600452,11804,0,0,0,1,8755.600452,11804,1,3336.183331,7543,0,0,0,1,3336.183331,7543,99,91,10,15,78,457,57
AC053503.6,1,42,76,0,0,0,0,9,0,0,27,24,51,0,0,0,1,2507.445372,7427,0,0,19962,19,6.664,0,36,71,216,0,216,0,36,36,1,7091.13548,10670,0,0,0,1,7091.13548,10670,1,2488.913189,7127,0,0,0,1,2488.913189,7127,88,80,25,20,106,411,88
AC055764.1,0,97,30,0,0,206,0,1,0,1,25,25,50,0,0,0,1,6886.474691,9645,1,0,1264,0,0,0,35,27,69,1,68,0,32,32,2,14199.87961,12680,10,41145.41,391,1,12362.68436,12633,1,7818.631487,9773,0,0,0,1,7818.631487,9773,23,29,10,18,59,129,56
AC060834.3,0,56,12,0,0,0,0,0,0,0,10,38,48,0,0,0,1,3673.692675,6257,0,0,19962,4,8.173333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC061992.2,2,62,61,0,0,0,0,41,3,3,84,79,163,6,89021.03,730,1,3019.546371,5295,5,0,19796,3,5.426667,20,7,66,129,21,108,20,7,27,5,80272.28015,19554,6,101869.4605,742,1,7602.522457,11791,6,94061.03957,19343,6,101412.9329,742,1,3049.671021,4872,170,162,80,76,166,270,165
AC062020.1,0,70,34,0,0,0,0,1,0,2,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,7,27,0
AC062020.2,1,59,14,0,0,71,0,0,0,2,11,21,32,0,0,0,1.5,639.3024,5380,0,0,19962,1,8.09,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,7,27,0
AC062021.1,0,64,9,0,0,76,0,1,0,2,4,14,18,0,0,0,1,358.449,3293,1,0,3293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
AC062028.1,2,60,55,0,0,0,0,33,3,2,20,22,42,0,0,0,1,2613.202012,8732,0,0,19962,5,6.26,0,42,102,195,0,195,0,42,42,1,5907.166382,12650,0,0,0,1,5907.166382,12650,1,2671.924463,8545,0,0,0,1,2671.924463,8545,76,107,17,18,86,476,84
AC062029.1,0,26,11,3,0,39,0,38,5,3,28,30,58,0,0,0,1,3764.427843,11387,0,0,19962,1,8.565,0,46,17,69,13,56,0,25,25,1,15967.30389,11521.5,2,59725.07349,599,1,4813.362622,10869,1,2643.158494,9942,0,0,0,1,2643.158494,9942,18,49,10,13,135,163,69
AC062031.1,0,43,14,0,0,110,0,13,3,2,14,45,59,0,0,0,1,948.0242667,6282,1,0,3647,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
AC062032.1,0,43,140,0,0,89,0,9,2,2,18,19,37,0,0,0,1,4384.01745,6175,0,0,19962,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
AC063976.3,1,59,34,0,0,0,0,25,1,4,14,19,33,0,0,0,1,3157.956248,8506,1,0,3162,1,8.78,0,33,30,82,12,70,0,33,33,1,17005.46079,12207,2,38263.51098,663.5,1,6593.354571,11401,1,3385.966772,10056,0,0,0,1,3385.966772,10056,65,49,12,11,56,316,40
AC064834.1,2,48,17,0,0,722,0,5,0,2,6,32,38,0,0,0,1,3928.882085,9234.5,0,0,19962,0,0,0,52,4,54,0,54,0,10,10,2,7541.421315,13671,0,0,0,2,7541.421315,13671,1,1364.90704,5529.5,0,0,0,1,1364.90704,5529.5,8,12,0,3,7,33,2
AC064834.2,0,57,15,0,0,0,0,7,0,2,13,27,40,0,0,0,2,6055.824737,12346.5,0,0,19962,0,0,0,38,44,93,0,93,0,37,37,2,7920.063832,15554,0,0,0,2,7920.063832,15554,2,7617.45679,15210,0,0,0,2,7617.45679,15210,37,42,8,19,61,95,40
AC064834.3,0,58,48,0,0,0,0,23,1,2,46,46,92,0,0,0,1,8681.701524,15813,1,0,17822,0,0,0,63,45,92,0,92,0,57,57,2,8092.310965,15920,0,0,0,2,8092.310965,15920,2,8879.756089,15863,0,0,0,2,8879.756089,15863,33,49,29,34,81,121,78
AC064852.4,0,48,40,0,0,0,0,4,0,2,1,5,6,0,0,0,1,1930.917717,3571.5,0,0,19962,4,7.5925,0,6,22,46,19,27,0,0,0,2,42341.01646,15234,6,83653.62184,819,2,5423.369102,13938,0,0,0,0,0,0,0,0,0,33,30,0,0,22,137,0
AC064853.2,1,60,14,0,0,0,0,6,0,2,73,124,197,2,34256.22833,476,1,12132.52065,11203,1,0,958,1,8.1,18,87,12,52,23,29,1,19,20,3,20587.66652,17925,4,34878.84628,411,1,10779.99413,16681,1,12893.14516,17241,10,43500.093,411,1,11238.71555,16413,25,35,7,10,43,145,3
AC064865.1,0,44,3,0,0,91,0,1,0,1,5,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
AC064871.3,1,45,27,0,0,0,0,4,0,1,12,12,24,0,0,0,1,4795.421894,9736.5,0,0,19962,0,0,0,52,9,39,0,39,0,39,39,1,5941.707421,11200,0,0,0,1,5941.707421,11200,1,5941.707421,10932,0,0,0,1,5941.707421,10932,9,6,9,6,104,57,57
AC064875.2,0,75,28,0,0,0,0,15,1,1,7,22,29,0,0,0,0,0,0,0,0,0,1,2.31,0,0,36,44,4,40,0,0,0,1,6709.850201,12029,6,37931.9703,565,1,4495.515443,7073,0,0,0,0,0,0,0,0,0,42,42,1,1,26,220,19
AC066593.1,0,52,85,0,0,0,0,6,0,3,18,106,124,0,0,0,0,0,0,0,0,0,7,4.154286,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,2,2,27,0
AC067945.2,1,46,9,0,0,341,0,40,5,5,26,26,52,4,42540.77846,694,2,16262.01355,15661,3,0,19725,5,7.011111,13,10,66,278,33,245,13,10,23,2,24849.51977,18641,4,42032.47282,694,2,10871.32383,14333,4,37520.23712,19310,4,44505.32149,695,2,16444.55151,14372,97,115,21,25,88,479,84
AC067945.4,1,51,18,0,0,0,0,41,5,4,25,27,52,4,42540.77846,694,2,16262.01355,15661,3,0,19725,5,7.045556,13,10,84,310,39,271,13,10,23,3,24939.84211,18651.5,4,41767.04051,689.5,2,11516.43597,14475,4,36072.415,19302,4,44782.91998,695,2,16621.77282,14372,125,136,21,25,88,532,84
AC067956.1,1,48,81,0,0,92,0,0,0,0,20,28,48,0,0,0,1,1584.6807,9673,1,0,5426,0,0,0,3,4,14,0,14,0,0,0,1,4967.895029,13930,0,0,0,1,4967.895029,13930,0,0,0,0,0,0,0,0,0,1,2,0,0,97,24,0
AC067959.1,0,54,11,0,0,0,0,4,0,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,10,30,3
AC067960.1,0,85,55,0,0,164,0,19,2,0,17,12,29,0,0,0,1,3176.788025,12325,0,0,19962,1,4.785,0,16,32,63,2,61,0,16,16,2,10241.08315,17938,3,29656.57223,276,2,9464.463582,17812,1,3176.788025,11902,0,0,0,1,3176.788025,11902,53,60,9,9,129,386,81
AC067968.3,0,73,48,0,0,196,0,29,2,4,17,14,31,0,0,0,1,2918.554257,6420,0,0,19962,5,6.0625,0,72,71,207,0,207,0,39,39,1,3691.315823,7298,0,0,0,1,3691.315823,7298,1,3094.615979,6737,0,0,0,1,3094.615979,6737,39,51,11,9,108,288,69
AC067969.1,0,58,74,0,0,250,0,8,0,2,13,10,23,0,0,0,1,1717.782248,5810,1,0,5362,0,0,0,27,29,175,26,149,0,27,27,1,39557.03641,14095,6,158777.9004,816.5,1,8676.878209,11294,1,1610.463326,5358,0,0,0,1,1610.463326,5358,118,85,13,10,33,360,33
AC067969.2,1,84,61,0,0,235,0,36,2,4,15,10,25,0,0,0,1,1717.782248,5810,1,0,5362,0,0,0,27,41,266,46,220,0,27,27,3,54675.62198,17278,6,135220.8771,892,1,12846.06294,15548,1,1564.628381,5103.5,0,0,0,1,1564.628381,5103.5,159,128,15,10,41,492,41
AC068057.1,0,71,9,0,0,109,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,6.27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,4,29,0
AC068057.2,1,78,44,0,0,0,0,3,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,19,0,0,0,1,2339.276089,9031,0,0,0,1,2339.276089,9031,0,0,0,0,0,0,0,0,0,8,23,0,0,7,50,0
AC068134.6,0,60,47,0,0,0,0,12,1,1,12,18,30,0,0,0,1,2237.368405,6774,1,0,3794,7,7.6125,0,19,41,23,0,23,0,19,19,2,3341.817,8522,0,0,0,2,3341.817,8522,1,2641.995012,8210,0,0,0,1,2641.995012,8210,41,49,11,17,93,242,93
AC068134.8,1,59,103,0,0,0,0,28,2,1,33,29,62,0,0,0,2,2914.158117,8731.5,0,0,19962,17,5.6188,0,12,42,66,0,66,0,12,12,2,5944.318502,12179,0,0,0,2,5944.318502,12179,2,3743.271,9353,0,0,0,2,3743.271,9353,43,53,16,14,98,310,75
AC068138.1,0,63,3,0,0,0,0,27,3,2,28,93,121,0,0,0,1,6151.304981,10394,0,0,19962,1,8.98,0,128,107,225,12,213,0,92,92,2,30862.26011,17597,2,106381.1682,611,2,13936.66946,16307,2,10164.48944,15075,0,0,0,2,10164.48944,15075,67,136,19,59,36,398,1
AC068196.1,2,44,16,0,0,170,0,25,3,4,5,14,19,0,0,0,1,2207.006667,5641,0,0,19962,1,8.59,0,12,19,40,0,40,0,3,3,1,12100.17858,13258,0,0,0,1,12100.17858,13258,1,557.7549667,1083,0,0,0,1,557.7549667,1083,15,29,1,2,43,137,4
AC068282.3,0,60,70,0,0,0,0,34,3,5,44,41,85,4,27579.76545,392,1,5803.049656,13839,0,0,19962,2,7.4075,11,55,50,282,11,271,11,29,40,1,10129.94951,14265,4,28034.45495,392,1,5209.627405,11926.5,4,21122.49543,18970,4,28034.45495,392,1,11169.27373,12124.5,82,96,6,7,149,472,24
AC068286.1,1,57,11,0,0,147,0,5,0,2,23,25,48,0,0,0,1,1409.99799,6562.5,0,0,19962,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,55,27,0
AC068483.1,0,64,5,0,0,109,0,2,0,2,17,1,18,0,0,0,0,0,0,0,0,0,1,5.675,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3,1,4,27,0
AC068489.1,0,55,17,0,0,80,0,7,0,1,30,18,48,0,0,0,1,1079.5197,3728.5,0,0,19962,0,0,0,12,17,2,0,2,0,0,0,1,596.1902,3071.5,0,0,0,1,596.1902,3071.5,0,0,0,0,0,0,0,0,0,3,14,0,0,15,62,0
AC068490.1,0,57,1,0,0,0,0,2,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,11,28,0
AC068491.2,0,21,12,0,0,140,0,3,0,0,8,5,13,0,0,0,2,7667.991233,14208.5,0,0,19962,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,59,27,0
AC068492.1,0,61,12,0,0,150,0,1,0,1,66,46,112,0,0,0,1,2201.671933,4511,1,0,4471,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,35,0,0
AC068499.10,0,40,178,0,0,0,0,24,2,4,93,80,173,5,67046.1825,358.5,2,10699.96196,11875,2,0,15961,8,8.562667,16,65,52,230,41,189,16,64,80,3,31661.19784,14927.5,5,92702.09615,428,3,14367.59276,13259,3,27977.29927,14900,6,65858.52791,431,3,14859.85116,12991,199,178,86,77,125,527,102
AC068535.2,1,42,12,0,0,0,0,1,0,0,7,12,19,0,0,0,1,968.6787,4937,1,0,4937,1,5.625,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,2,27,0
AC068535.3,0,39,16,0,0,0,0,3,1,0,2,9,11,0,0,0,0,0,0,0,0,0,3,6.868,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,2,27,0
AC068535.4,0,78,77,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,27,0
AC068538.4,0,55,101,0,0,0,0,20,1,2,11,11,22,0,0,0,1,3723.387148,13098,1,0,13836,1,7.99,0,21,61,123,17,106,0,21,21,1,11984.66694,16747.5,4,46211.89618,554.5,1,8610.151381,16366,1,3577.839377,12672.5,0,0,0,1,3577.839377,12672.5,68,112,6,10,60,311,54
AC068542.1,0,94,20,0,0,0,0,0,0,0,11,5,16,0,0,0,1,1049.75195,3974.5,0,0,19962,1,5.085,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,27,0
AC068542.2,0,85,3,0,0,0,0,0,0,1,5,6,11,0,0,0,1,1049.75195,3974.5,0,0,19962,2,5.975,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,1,0,27,0
AC068580.5,0,104,279,0,0,0,0,38,4,4,26,26,52,2,24763.8,289,2,18059.49715,18808,0,0,19962,8,5.277692,1,19,45,67,1,66,1,19,20,2,12739.40811,17047,2,24763.8048,289,2,12378.67621,17047,2,18418.25657,18405,2,24763.8048,289,2,18077.09807,18405,61,60,24,19,43,193,40
AC068580.6,0,73,108,0,0,0,0,11,3,1,26,25,51,2,24763.8,289,2,18059.49715,18808,0,0,19962,15,7.772333,1,19,22,53,1,52,1,19,20,2,16329.19102,18592,2,24763.8048,289,2,16006.43794,18592,2,18812.89924,18405,2,24763.8048,289,2,18524.02033,18405,36,34,10,8,43,152,31
AC068580.7,0,84,28,0,0,251,0,11,1,0,32,32,64,2,24763.8,289,2,14206.47421,17488,0,0,19962,4,7.00875,1,31,14,36,1,35,1,19,20,2,15783.70461,18376,2,24763.8048,289,2,15438.31614,17711.5,2,18640.28272,18405,2,24763.8048,289,2,18312.23689,18385,19,20,10,8,59,67,31
AC068610.3,1,39,5,1,0,0,0,0,0,1,44,58,102,0,0,0,1,6309.953728,9753,1,0,1518,0,0,0,53,5,20,0,20,0,20,20,1,13721.86607,14309,0,0,0,1,13721.86607,14309,1,14242.33073,14051.5,0,0,0,1,14242.33073,14051.5,2,13,2,11,30,24,3
AC068610.5,0,49,37,0,0,0,0,23,2,2,31,38,69,0,0,0,1,5790.334275,9562.5,0,0,19962,0,0,0,20,8,26,0,26,0,1,1,1,10894.11097,14227,0,0,0,1,10894.11097,14227,2,3312.5729,14022,0,0,0,2,3312.5729,14022,14,14,1,3,54,40,3
AC068718.1,0,58,23,0,0,0,0,37,2,2,36,73,109,3,23436.635,412.5,1,7285.224652,9247,0,0,19962,4,6.353333,2,56,85,167,31,136,2,54,56,2,19034.55271,17841,3,36970.02,617,1,8866.911047,14044,1,11299.16782,16384,3,23688.85167,617,1,10087.13353,15839,43,191,17,36,55,183,50
AC068831.10,1,83,51,0,0,0,0,35,3,5,21,37,58,0,0,0,1,8814.494588,13610.5,0,0,19962,3,6.068333,0,42,36,92,0,92,0,19,19,2,12988.21093,15563,0,0,0,2,12988.21093,15563,2,13637.73251,15019,0,0,0,2,13637.73251,15019,48,42,5,5,105,246,24
AC068831.15,0,48,51,0,0,0,0,33,3,5,62,31,93,0,0,0,2,13964.90835,15628.5,0,0,19962,6,3.265,0,80,67,169,10,159,0,70,70,2,12539.88677,16172,5,90590.80668,465,2,12129.52441,16172,2,12778.393,16182,0,0,0,2,12778.393,16182,86,92,41,27,143,373,132
AC068831.6,0,61,85,0,0,342,0,38,3,4,30,34,64,0,0,0,2,12984.46469,15481,0,0,19962,8,7.128182,0,62,43,105,14,91,0,62,62,2,14670.49158,16796,10,46205.10556,571,2,14326.97727,16450,2,14426.17799,16182,0,0,0,2,14426.17799,16182,47,42,25,25,117,179,109
AC068858.1,0,53,21,0,0,0,0,7,1,0,37,37,74,0,0,0,1,2423.004602,9680,1,0,3542,7,6.315,0,47,71,39,0,39,0,32,32,1,2574.24727,8502,0,0,0,1,2574.24727,8502,1,2173.787376,8483,0,0,0,1,2173.787376,8483,43,51,24,24,89,184,69
AC069155.1,0,52,37,0,0,154,0,12,0,0,6,19,25,7,27841.575,465.5,1,9719.554157,11694,1,0,13856,2,6.06,2,23,65,62,3,59,2,20,22,1,22223.98226,15770,5,27887.73656,415,1,20961.95005,13553,2,16864.40442,14347,7,27841.5761,465.5,2,9546.289967,11748,9,44,3,14,58,138,29
AC069257.8,0,54,26,0,0,195,0,4,0,1,27,17,44,0,0,0,2,10252.74084,13100.5,0,0,19962,3,9.198333,0,24,67,185,0,185,0,23,23,1,9334.446287,12586,0,0,0,1,9334.446287,12586,2,12532.35111,12850,0,0,0,2,12532.35111,12850,108,101,17,12,94,430,77
AC069277.2,0,69,15,3,0,0,0,2,0,1,7,3,10,0,0,0,1.5,794.37675,6626,0,0,19962,1,5.33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
AC069394.1,0,66,1,0,0,0,0,1,0,0,24,29,53,0,0,0,1,4230.983189,8413,1,0,2025,1,7.465,0,35,15,6,0,6,0,0,0,1,739.389125,2839.5,0,0,0,1,739.389125,2839.5,0,0,0,0,0,0,0,0,0,13,16,0,0,78,8,0
AC069513.4,0,9,48,0,0,0,0,21,1,2,24,14,38,0,0,0,1,2875.339217,8231,1,0,7717,5,6.142857,0,35,9,8,0,8,0,5,5,1.5,1417.333661,2698.5,0,0,0,1.5,1417.333661,2698.5,2,1511.60164,2401,0,0,0,2,1511.60164,2401,4,5,3,4,159,40,40
AC072062.1,2,87,135,0,0,120,0,27,2,5,9,14,23,0,0,0,1,10725.05114,10637,1,0,16592,6,6.395,0,21,23,87,0,87,0,21,21,1,5995.18853,10633,0,0,0,1,5995.18853,10633,1,11054.2364,10894.5,0,0,0,1,11054.2364,10894.5,21,26,7,8,38,151,26
AC072062.3,1,59,9,0,0,0,0,1,0,2,15,11,26,0,0,0,1,2206.298367,9877,0,0,19962,1,4.345,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,31,7,0
AC073043.1,1,45,16,0,0,0,0,32,2,5,22,44,66,0,0,0,1,6149.69276,12587,1,0,14865,5,4.483,0,91,19,58,3,55,0,36,36,1,13047.31935,12283.5,3,217108.7071,562,1,6010.719772,11414,1,5113.577504,10904,0,0,0,1,5113.577504,10904,27,29,7,6,53,163,23
AC073046.25,1,60,151,0,0,0,0,35,4,2,39,21,60,0,0,0,1.5,6061.674996,16562,0,0,19962,3,5.38,0,26,86,261,0,261,0,26,26,1,4567.174955,12029,0,0,0,1,4567.174955,12029,2,6284.279621,16616,0,0,0,2,6284.279621,16616,102,99,37,21,65,476,61
AC073071.1,0,94,13,0,0,80,0,0,0,3,7,31,38,0,0,0,1,497.4767,1069,1,0,1069,1,7.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
AC073072.5,2,60,9,0,0,0,0,18,3,2,17,33,50,0,0,0,1,4190.966915,12858,1,0,16345,6,6.383333,0,13,137,129,1,128,0,13,13,1,13418.31688,13659,5,42600.2496,788,1,10364.39368,11737,1,4739.041223,14107,0,0,0,1,4739.041223,14107,96,137,16,30,82,518,81
AC073094.4,0,71,64,0,0,0,0,5,2,0,1,3,4,0,0,0,0,0,0,0,0,0,7,5.861,0,0,32,39,0,39,0,0,0,2.5,12772.5144,16296,0,0,0,2.5,12772.5144,16296,0,0,0,0,0,0,0,0,0,34,32,1,3,32,191,29
AC073115.6,0,62,3,0,0,192,0,2,0,0,20,34,54,0,0,0,1,5159.110355,14028,1,0,14441,1,8.8,0,31,112,117,0,117,0,30,30,1,4746.405799,13697,0,0,0,1,4746.405799,13697,1,5602.929977,14018,0,0,0,1,5602.929977,14018,75,119,12,16,81,447,59
AC073115.7,0,59,12,0,0,0,0,7,1,1,10,16,26,0,0,0,1,5255.145505,15438.5,0,0,19962,1,7.765,0,20,154,119,0,119,0,20,20,1,5425.199902,15020,0,0,0,1,5425.199902,15020,1,5919.850313,15284,0,0,0,1,5919.850313,15284,103,153,10,15,61,578,61
AC073128.10,0,52,65,0,0,0,0,4,0,0,28,23,51,0,0,0,1,10128.12196,7588,1,0,18498,1,8.53,0,43,31,87,0,87,0,36,36,1,10756.00599,10238,0,0,0,1,10756.00599,10238,1,16831.41044,8341,0,0,0,1,16831.41044,8341,31,28,8,10,114,146,44
AC073130.1,0,52,28,0,0,0,0,11,1,2,15,21,36,2,30376.60231,303,2,25210.12368,18343,0,0,19962,3,8,13,31,49,159,51,108,13,27,40,3,78928.16802,19437,4,119776.4247,682,2,16979.87664,18082,2,28731.79067,18342,2,37544.57686,366,2,24438.38201,18057,56,125,3,9,79,311,26
AC073130.3,0,51,9,0,0,0,0,6,0,0,43,95,138,2,61979.31294,366,1,15439.82953,16277,0,0,19962,3,8.468333,17,95,132,256,65,191,17,69,86,3,65258.84262,19152.5,4,107589.4964,670,2,18439.17072,18082,2,32161.69053,18303,2,54534.37132,366,2,22315.76129,18055,97,186,27,50,117,531,87
AC073218.2,0,74,5,0,0,0,0,2,0,2,2,1,3,0,0,0,1,388.652,3757,1,0,3757,1,7.905,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,3,27,0
