LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-501E14.1,8,70,4,0,0,62,0,2,0,3,7,26,33,0,0,0,2,1574.99425,8225.5,0,0,19962,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
RP11-501J20.2,0,46,51,0,0,0,0,30,2,3,18,31,49,0,0,0,1,3768.904475,7552,0,0,19962,3,4.62,0,44,74,94,10,84,0,27,27,1,4581.682879,9601,2,32273.28769,442,1,3017.185432,9274,1,4967.745775,8154,0,0,0,1,4967.745775,8154,37,63,6,16,57,264,41
RP11-501J20.5,0,46,53,0,0,0,0,2,0,2,7,14,21,0,0,0,1,1563.214207,7026,0,0,19962,8,6.727273,0,14,12,15,0,15,0,14,14,1,1541.252035,6739,0,0,0,1,1541.252035,6739,1,1563.214207,6603,0,0,0,1,1563.214207,6603,8,8,5,5,37,26,14
RP11-501O2.1,1,44,8,0,0,0,0,0,0,3,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
RP11-501O2.3,0,133,19,0,0,0,0,5,0,0,3,9,12,0,0,0,2,1307.516,8432,2,0,8432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-501O2.4,0,66,35,0,0,0,0,1,0,0,2,5,7,0,0,0,2,1307.516,8432,2,0,8432,2,8.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
RP11-501O2.5,0,60,19,0,0,0,0,1,0,0,10,27,37,0,0,0,1,4092.487431,11696,0,0,19962,2,8.54,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
RP11-502H18.2,0,71,27,0,0,227,0,14,2,2,40,34,74,0,0,0,1,4862.264431,11445,0,0,19962,1,5.835,0,26,50,84,0,84,0,26,26,2,10583.18536,14300.5,0,0,0,2,10583.18536,14300.5,1,5314.01504,11174.5,0,0,0,1,5314.01504,11174.5,51,50,28,27,126,219,95
RP11-502I4.3,0,40,14,1,0,0,0,32,2,2,11,26,37,0,0,0,1,9541.728577,14779,1,0,14929,4,6.27,0,43,69,83,1,82,0,40,40,1,10522.86618,14702,5,41500.085,612,1,9946.54583,14702,1,9880.287718,14450,0,0,0,1,9880.287718,14450,35,46,9,17,44,97,44
RP11-502M1.2,0,65,14,0,0,0,0,2,0,3,10,31,41,0,0,0,1,3876.3479,12668,1,0,17841,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
RP11-502N13.2,0,60,38,0,0,146,0,2,0,1,29,30,59,0,0,0,1,13283.58394,5580.5,0,0,19962,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,54,21,0
RP11-503C24.1,0,78,25,0,0,0,0,4,1,0,23,12,35,0,0,0,2,30230.67581,15411.5,0,0,19962,11,7.35,0,8,18,24,0,24,0,4,4,2,7779.421955,11930,0,0,0,2,7779.421955,11930,2.5,57222.6652,17138,0,0,0,2.5,57222.6652,17138,31,16,3,3,30,69,1
RP11-503C24.2,1,31,69,0,0,0,0,2,0,2,21,11,32,0,0,0,2,3042.975081,10638,0,0,19962,17,7.665,0,16,13,18,0,18,0,15,15,2,3798.310698,11930,0,0,0,2,3798.310698,11930,2,3690.322554,11662,0,0,0,2,3690.322554,11662,12,5,5,3,20,31,0
RP11-503C24.3,1,56,65,0,0,0,0,2,0,1,22,11,33,0,0,0,2,3042.975081,10638,0,0,19962,14,7.633214,0,16,11,18,0,18,0,15,15,2,3798.310698,11930,0,0,0,2,3798.310698,11930,2,3690.322554,11662,0,0,0,2,3690.322554,11662,16,5,5,3,20,22,0
RP11-503C24.4,0,47,8,0,0,0,0,8,0,0,20,14,34,0,0,0,2,3042.975081,10638,0,0,19962,4,8.305,0,16,7,17,0,17,0,15,15,2,3488.045924,11930,0,0,0,2,3488.045924,11930,2,3536.436058,11662,0,0,0,2,3536.436058,11662,8,6,4,2,24,42,0
RP11-503C24.6,0,85,14,0,0,0,0,9,1,1,27,14,41,0,0,0,2,4477.563213,10050,2,0,15539,12,7.729565,0,23,7,11,0,11,0,11,11,2,4054.054273,11990,0,0,0,2,4054.054273,11990,2,4054.054273,11722,0,0,0,2,4054.054273,11722,3,1,1,1,7,0,0
RP11-503D12.1,1,54,6,0,0,0,0,0,0,1,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
RP11-503E24.2,1,35,70,0,0,0,0,32,4,5,52,29,81,0,0,0,1,9707.598383,14195.5,0,0,19962,5,7.057,0,40,95,146,0,146,0,40,40,1,8420.948728,12962,0,0,0,1,8420.948728,12962,1,8326.964201,11049,0,0,0,1,8326.964201,11049,101,56,48,25,93,238,92
RP11-503G7.1,0,83,84,0,0,0,0,14,3,3,32,38,70,0,0,0,1,3007.308222,7476,1,0,6375,8,7.018125,0,55,12,42,0,42,0,38,38,1,2681.034484,7254.5,0,0,0,1,2681.034484,7254.5,1,2714.836988,6951,0,0,0,1,2714.836988,6951,26,29,19,21,90,148,72
RP11-503G7.2,0,85,56,0,0,305,0,13,3,0,37,39,76,0,0,0,1,2820.790947,7374,1,0,6821,5,5.969,0,53,14,86,0,86,0,46,46,1,2822.356266,7465,0,0,0,1,2822.356266,7465,1,2568.590151,7022,0,0,0,1,2568.590151,7022,52,52,31,27,90,218,60
RP11-503L19.1,0,56,6,0,0,75,0,0,0,3,20,9,29,0,0,0,1,1098.8919,3312.5,0,0,19962,0,0,0,4,12,1,0,1,0,0,0,1,338.9375,3519,0,0,0,1,338.9375,3519,0,0,0,0,0,0,0,0,0,3,5,0,1,1,13,0
RP11-503L23.1,0,70,20,0,0,132,0,2,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,8,32,0
RP11-503N18.4,0,46,93,0,0,0,0,14,1,3,23,39,62,2,24251.7,287,2,16120.14982,13792,0,0,19962,6,6.649,1,65,38,106,1,105,1,45,46,1.5,13603.51664,11986,2,24251.696,287,1,13406.32814,11929,2,17633.40196,13061,2,24251.696,287,2,17465.85021,13061,47,38,7,17,71,202,47
RP11-503P10.1,0,49,40,0,0,0,0,5,0,1,34,29,63,0,0,0,1,4904.398311,13881,1,0,16021,2,8.795,0,83,51,175,3,172,0,80,80,2,6784.322737,14928,3,39386.52484,454,2,6684.069963,14928,2,7274.533558,15356,0,0,0,2,7274.533558,15356,66,97,29,24,184,396,152
RP11-504A18.1,0,53,4,0,0,0,0,3,0,0,4,6,10,0,0,0,1,1052.790025,5958,0,0,19962,1,6.86,0,4,12,15,0,15,0,0,0,1,1360.385667,5078,0,0,0,1,1360.385667,5078,0,0,0,0,0,0,0,0,0,1,12,0,0,37,9,0
RP11-504I13.3,1,63,27,0,0,190,0,1,0,2,20,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,29,66,0,66,0,0,0,1,3562.553647,7671.5,0,0,0,1,3562.553647,7671.5,0,0,0,0,0,0,0,0,0,21,30,3,1,29,55,0
RP11-505C13.1,1,77,7,0,0,197,0,5,1,0,63,86,149,0,0,0,1,12507.80958,12253,0,0,19962,0,0,0,68,43,156,0,156,0,30,30,2,10942.98586,15032.5,0,0,0,2,10942.98586,15032.5,3,21719.22507,17798,0,0,0,3,21719.22507,17798,53,92,10,15,34,317,18
RP11-505E24.2,0,82,47,0,0,0,0,24,1,3,13,19,32,0,0,0,2,23541.55857,14471,2,0,18359,8,7.543571,0,19,93,170,1,169,0,19,19,1,20553.97622,14316,5,23239.89,539,1,20541.23167,14316,2,41133.27628,17462,0,0,0,2,41133.27628,17462,77,102,13,18,40,413,40
RP11-505E24.3,1,94,25,0,0,0,0,2,0,1,15,25,40,0,0,0,1,5884.066137,7119,1,0,4984,10,8.3815,0,27,20,45,0,45,0,1,1,1,14332.58437,12764,0,0,0,1,14332.58437,12764,2,2232.7896,8716,0,0,0,2,2232.7896,8716,22,36,2,5,71,75,7
RP11-505K9.1,0,68,31,0,0,0,0,32,2,4,33,29,62,0,0,0,1,6486.367492,10669,1,0,16478,2,4.245,0,39,32,64,0,64,0,18,18,1,4903.416926,8002,0,0,0,1,4903.416926,8002,1,3145.03228,5887,0,0,0,1,3145.03228,5887,36,35,17,13,131,207,60
RP11-505P4.6,0,40,35,0,0,0,0,1,0,2,20,40,60,2.5,260176.875,409.5,2,9952.782825,17672.5,0,0,19962,0,0,4,36,29,102,6,96,4,36,40,2,39462.10148,18239,3,226341.0488,532,2,12159.88752,17916,2,47238.12476,17986,3,221792.2518,532,2,11885.39017,17575,41,73,20,40,131,308,131
RP11-505P4.7,3,69,20,0,0,0,0,40,3,5,21,40,61,3,239348.468,532,3,13024.11014,18424,0,0,19962,2,6.2,5,35,102,208,6,202,5,35,40,2,33718.10479,17916,3,217932.5735,532,1,11087.60329,17814,3,42544.6111,18094,3,221415.6137,532,2,13204.11067,18001,76,126,21,40,94,573,94
RP11-506B6.6,0,60,22,0,0,144,0,6,2,3,12,32,44,0,0,0,1,5056.93139,5361,0,0,19962,1,8.375,0,30,90,142,0,142,0,30,30,1,11009.47041,13792,0,0,0,1,11009.47041,13792,1,5182.420991,8386,0,0,0,1,5182.420991,8386,55,105,12,29,208,527,205
RP11-506D12.5,0,64,27,0,0,0,0,17,1,0,27,37,64,9,94243.90667,407,2,14978.3919,18912,2,0,19401,3,7.608333,9,16,104,130,49,81,9,16,25,6,60276.66195,19581,7,75577.89419,739,2,20261.30149,18141,9,56856.94676,19032,10,80405.5245,807,2,16797.29727,18498,130,151,23,34,126,562,122
RP11-506E9.3,0,50,21,0,0,0,0,3,1,0,26,17,43,0,0,0,2,21066.07106,13817.5,0,0,19962,2,8.095,0,24,25,53,0,53,0,22,22,1,10636.24356,11038,0,0,0,1,10636.24356,11038,2,32534.16764,14545,0,0,0,2,32534.16764,14545,31,24,15,9,67,147,36
RP11-506H20.1,0,45,30,0,0,0,0,35,3,5,57,64,121,0,0,0,1,7554.552799,12893,1,0,14920,20,6.727692,0,115,68,146,0,146,0,110,110,2,8736.547893,13163,0,0,0,2,8736.547893,13163,2,9191.139737,12916,0,0,0,2,9191.139737,12916,58,71,46,45,84,243,84
RP11-506K6.4,1,79,16,0,0,176,0,6,1,0,78,62,140,0,0,0,1,3052.831636,7113.5,0,0,19962,0,0,0,72,98,197,0,197,0,53,53,1,10033.66221,10112,0,0,0,1,10033.66221,10112,1,2755.709229,5913,0,0,0,1,2755.709229,5913,139,149,67,59,40,504,36
RP11-506M12.1,0,37,81,0,0,0,0,39,4,3,64,54,118,3,131711.8883,538,2,19139.57986,16638,0,0,19962,5,4.6875,6,80,67,290,17,273,6,80,86,2,33141.83258,17136,3,144439.3443,541,2,18188.88443,17023,2,33976.11012,16928,3,131711.8886,538,2,20886.49693,16796,143,118,57,46,214,601,214
RP11-506M13.3,0,50,15,15,0,0,0,2,0,0,11,1,12,0,0,0,1,747.01385,2970.5,0,0,19962,0,0,0,2,2,15,3,12,0,0,0,2,20323.58536,16809,7,68105.52967,534,2,8378.099283,16110,0,0,0,0,0,0,0,0,0,2,2,0,0,24,22,0
RP11-506N2.1,0,70,14,0,0,0,0,2,1,1,1,21,22,0,0,0,1,1525.830672,5224,0,0,19962,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-506O24.1,0,60,23,0,0,0,0,21,2,1,21,47,68,6,40748.34308,641,5.5,11256.8315,16307.5,5,0,19671,3,6.206667,13,2,101,89,13,76,13,2,15,5,24361.99511,18527,6,40689.82022,641,3,8233.289804,15842,6,38303.60184,19248,6,40689.82022,641,8,14143.14065,15411,76,128,15,33,120,345,96
RP11-506O24.2,0,38,28,0,0,0,0,1,0,1,11,17,28,6,40748.34308,641,8,17029.4498,15834,0,0,19962,2,8.1925,13,1,10,37,13,24,13,1,14,2,20586.95903,16997,6,40748.34203,641,1,7482.060088,15788,6,39054.13544,19257,6,40748.34203,641,8,17029.4498,15411,24,34,4,3,30,54,15
RP11-507B12.1,0,60,34,0,0,0,0,5,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,7,7,7
RP11-507B12.2,0,38,6,0,0,0,0,6,1,1,3,9,12,0,0,0,0,0,0,0,0,0,1,8.26,0,0,13,19,18,1,0,0,0,8,178747.6103,19789,8,188325.0872,897.5,1,6353.0264,16222,0,0,0,0,0,0,0,0,0,3,5,0,0,13,2,0
RP11-507J18.2,1,69,108,0,0,139,0,4,0,1,31,42,73,0,0,0,1,11938.56565,16176,0,0,19962,0,0,0,60,30,60,0,60,0,40,40,2,12329.62261,15473,0,0,0,2,12329.62261,15473,3,13539.02992,16856,0,0,0,3,13539.02992,16856,29,26,21,23,32,80,26
RP11-507K2.2,0,64,35,0,0,0,0,18,0,1,12,28,40,0,0,0,1,4730.030381,9684,1,0,5142,0,0,0,21,9,19,0,19,0,4,4,3,12096.0226,16228,0,0,0,3,12096.0226,16228,4,8917.2931,15728.5,0,0,0,4,8917.2931,15728.5,6,10,1,4,25,44,3
RP11-507K2.3,0,58,45,0,0,0,0,36,4,1,18,29,47,0,0,0,3,9953.81265,15695.5,0,0,19962,5,8.173333,0,30,34,56,0,56,0,19,19,3,11763.23283,15765,0,0,0,3,11763.23283,15765,3,14349.94789,15960,0,0,0,3,14349.94789,15960,15,23,8,10,70,117,45
RP11-508N12.2,0,47,18,0,0,0,0,4,1,0,39,42,81,0,0,0,1,6572.595187,12304,0,0,19962,0,0,0,52,53,88,0,88,0,18,18,2,5853.081969,13953,0,0,0,2,5853.081969,13953,1,4843.059856,9360.5,0,0,0,1,4843.059856,9360.5,31,56,5,3,21,276,8
RP11-508N22.12,1,37,21,0,0,0,0,0,0,1,5,4,9,0,0,0,1,4072.049253,9178,1,0,7732,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
RP11-508O18.1,0,73,14,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-508P1.2,1,75,14,0,0,0,0,16,2,1,23,12,35,0,0,0,4.5,4844.22505,15562.5,0,0,19962,2,5.82,0,2,22,28,1,27,0,2,2,2,17689.74792,17696,2,33853.95,304,2,17330.54342,17672,5,4840.711233,15564,0,0,0,5,4840.711233,15564,28,25,7,2,58,94,0
RP11-509A17.3,0,4,43,0,0,0,0,26,3,1,77,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,3,13,0,0,0,1,23854.13911,7613,2,29552.16493,420,1,22539.21008,6167,0,0,0,0,0,0,0,0,0,60,48,30,2,70,89,14
RP11-509E10.1,0,78,21,0,0,0,0,0,0,2,19,9,28,0,0,0,1,421.368,3695,1,0,3695,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-509J21.1,0,49,47,0,0,0,0,37,3,3,14,37,51,2,23827.454,216,1,18834.31089,16977,1,0,17935,0,0,5,26,50,162,32,130,5,15,20,2,19695.44189,17065.5,3,37105.34304,547,2,13994.85479,15300,2,26051.88954,18646,2,23827.45352,216,2,27019.03563,18297,46,105,11,7,30,256,25
RP11-509J21.2,0,56,28,0,0,0,0,4,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,84,10,74,0,0,0,2,9270.605026,14507,5,50952.34925,694.5,2,6088.79249,13971,0,0,0,0,0,0,0,0,0,22,49,0,0,6,147,0
RP11-509J21.4,0,70,25,0,0,98,0,3,0,0,8,12,20,0,0,0,1,2943.431617,6029.5,0,0,19962,0,0,0,24,34,85,0,85,0,13,13,2,5438.561263,13550,0,0,0,2,5438.561263,13550,1,1866.245923,6185,0,0,0,1,1866.245923,6185,23,52,1,1,17,139,0
RP11-50B3.2,4,69,26,0,0,0,0,5,0,0,22,14,36,0,0,0,1,1646.878871,6091,1,0,5722,3,7.026667,0,21,51,109,0,109,0,21,21,1,8029.808802,13234,0,0,0,1,8029.808802,13234,1,1646.878871,5668,0,0,0,1,1646.878871,5668,51,44,17,12,68,308,63
RP11-50B3.4,0,48,56,0,0,0,0,33,2,5,9,8,17,0,0,0,1,3694.576289,7535,0,0,19962,2,8.44,0,18,52,97,0,97,0,0,0,1,7085.85077,12652,0,0,0,1,7085.85077,12652,0,0,0,0,0,0,0,0,0,57,51,4,2,37,260,1
RP11-50C13.1,1,57,42,0,0,195,0,8,2,1,10,14,24,3,28344.63,324.5,1,6371.682015,11367,1,0,17884,0,0,2,27,54,110,7,103,2,18,20,1,16274.33148,17426,3,34017.13301,426,1,12255.66276,16972,2,14407.38692,17261,3,28344.63185,324.5,1,10226.21344,16494,48,67,5,5,57,251,42
RP11-50C13.2,1,80,20,0,0,0,0,17,1,1,12,24,36,4,35585.89857,439,1,10531.16001,15836,2,0,15753,1,8.545,7,40,146,157,7,150,7,40,47,1,15498.5971,16920,3,34420.29171,426,1,11213.91827,15749,2,19164.76262,17554,4,36000.95118,439,2,12307.63946,16062,74,102,12,23,95,335,95
RP11-50D9.3,0,46,33,0,0,0,0,2,0,2,34,46,80,0,0,0,1,5864.436802,11480,1,0,12913,0,0,0,81,3,40,0,40,0,40,40,1,5988.957527,11146.5,0,0,0,1,5988.957527,11146.5,1,5988.957527,10878.5,0,0,0,1,5988.957527,10878.5,9,13,9,13,58,54,0
RP11-50E11.3,0,39,64,8,0,0,0,35,2,4,30,53,83,0,0,0,1,10962.04255,9348.5,0,0,19962,3,5.395,0,44,48,94,3,91,0,22,22,1,10926.30768,12236,3,26993.88893,178,1,9149.248005,10692,1,1589.677095,5686,0,0,0,1,1589.677095,5686,46,77,9,28,135,272,62
RP11-510C10.2,0,52,49,0,0,0,0,8,0,4,6,17,23,0,0,0,1,1509.7169,5717,1,0,4698,16,5.612105,0,25,5,13,0,13,0,13,13,1,1623.82192,6194,0,0,0,1,1623.82192,6194,1,1623.82192,5926,0,0,0,1,1623.82192,5926,2,3,0,2,32,1,1
RP11-510C10.3,0,54,49,0,0,0,0,8,0,4,1,7,8,0,0,0,1,1560.438171,5781.5,0,0,19962,18,5.912857,0,24,5,13,0,13,0,13,13,1,1623.82192,6194,0,0,0,1,1623.82192,6194,1,1623.82192,5926,0,0,0,1,1623.82192,5926,2,3,0,2,32,1,1
RP11-510C10.4,0,42,49,0,0,0,0,2,0,2,2,9,11,0,0,0,1,1560.438171,5781.5,0,0,19962,33,6.535556,0,24,2,13,0,13,0,13,13,1,1620.057923,6194,0,0,0,1,1620.057923,6194,1,1620.057923,5926,0,0,0,1,1620.057923,5926,0,3,0,2,25,1,1
RP11-510D19.1,0,80,15,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-510D21.1,0,50,8,0,0,0,0,1,0,1,7,40,47,0,0,0,2,2382.270167,10526,2,0,16654,0,0,0,3,1,1,0,1,0,0,0,1,571.246,1521,0,0,0,1,571.246,1521,0,0,0,0,0,0,0,0,0,0,2,0,0,16,1,0
RP11-510H23.1,1,47,25,0,0,0,0,15,2,2,62,108,170,0,0,0,1,4812.253703,8850,0,0,19962,1,7.7,0,92,52,111,0,111,0,71,71,2,7735.889683,9671,0,0,0,2,7735.889683,9671,2,4588.224802,8755,0,0,0,2,4588.224802,8755,51,86,31,56,58,271,46
RP11-510I5.4,1,62,59,0,0,0,0,37,4,3,41,53,94,4,296997.7333,714,1,9743.342933,8649,1,0,18237,4,7.025,3,66,112,198,25,173,3,66,69,2,32876.24107,14852,4,183438.4973,714,2,11002.40321,14189,1,43492.2406,15399,4,333917.7109,714,1,12014.63339,14800,98,113,33,45,141,415,141
RP11-510J16.5,1,54,14,0,0,0,0,3,0,1,14,20,34,0,0,0,1,3439.47091,8049,1,0,7942,3,7.78,0,21,11,21,0,21,0,21,21,1,3439.47091,7894,0,0,0,1,3439.47091,7894,1,3428.658323,7863,0,0,0,1,3428.658323,7863,4,8,4,6,50,38,6
RP11-510M2.1,0,44,29,0,0,0,0,34,3,1,8,21,29,0,0,0,1,22130.82856,9011.5,0,0,19962,3,4.7,0,22,7,33,0,33,0,19,19,1,32217.49057,8916,0,0,0,1,32217.49057,8916,1,38165.45393,10022,0,0,0,1,38165.45393,10022,4,10,2,4,72,54,26
RP11-510M2.2,1,40,14,0,0,0,0,36,2,5,8,24,32,0,0,0,1,14233.01156,8103,0,0,19962,5,7.979,0,36,33,144,12,132,0,33,33,2,25372.65491,15311,5,28772.75692,469,1,24715.98285,10749,1,30826.76066,8553,0,0,0,1,30826.76066,8553,70,66,4,9,86,382,54
RP11-510M2.5,3,36,53,0,0,256,0,8,0,1,14,12,26,0,0,0,1,6131.53803,10468,0,0,19962,0,0,0,20,16,28,0,28,0,3,3,2,25892.92796,16815,0,0,0,2,25892.92796,16815,4,10951.1596,16614,0,0,0,4,10951.1596,16614,6,14,3,0,88,51,0
RP11-510M2.6,0,41,17,0,0,0,0,6,0,1,10,13,23,0,0,0,1,22214.65625,9112,0,0,19962,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,96,8,0
RP11-510N19.5,2,63,61,0,0,0,0,38,3,2,92,63,155,9,54308.59571,737.5,1,4754.08396,11056,1,0,19731,7,5.371818,14,25,97,252,29,223,14,25,39,6,32152.18065,19504,9,53611.40273,733,1,7495.192576,11513,8,40949.27062,19349,9,55139.85804,742,1,4948.988438,10633,186,145,89,53,238,723,227
RP11-511B23.1,0,66,16,0,0,0,0,2,0,1,29,40,69,0,0,0,1,8030.746677,13813,1,0,14740,0,0,0,57,86,167,0,167,0,30,30,1,9225.001313,10610,0,0,0,1,9225.001313,10610,1,6662.340069,13407,0,0,0,1,6662.340069,13407,76,97,20,19,16,256,12
RP11-511B23.2,0,60,16,0,0,0,0,5,1,1,39,49,88,0,0,0,1,2235.006349,6466,1,0,4548,1,6.73,0,41,68,118,0,118,0,41,41,1,9716.593413,11471,0,0,0,1,9716.593413,11471,1,2113.941558,5970,0,0,0,1,2113.941558,5970,59,83,35,47,73,199,69
RP11-511B23.3,0,61,48,0,0,0,0,8,2,2,15,26,41,0,0,0,1,1750.417909,6393,1,0,4368,2,8.5125,0,11,60,110,0,110,0,11,11,1,13017.98528,15253,0,0,0,1,13017.98528,15253,1,1750.417909,5970,0,0,0,1,1750.417909,5970,58,68,9,11,48,169,19
RP11-511I2.2,0,54,35,0,0,0,0,6,1,2,16,30,46,0,0,0,1,10781.63843,13328,1,0,13949,11,6.9275,0,41,6,53,0,53,0,20,20,2,8119.941457,14800,0,0,0,2,8119.941457,14800,1,13025.3289,13735,0,0,0,1,13025.3289,13735,11,11,3,6,71,62,6
RP11-512N21.3,0,71,19,0,0,221,0,8,1,2,33,23,56,0,0,0,1,6478.391908,13357.5,0,0,19962,0,0,0,26,62,94,0,94,0,7,7,1,6727.655359,12619,0,0,0,1,6727.655359,12619,2,4880.596463,12501,0,0,0,2,4880.596463,12501,45,51,18,11,84,224,52
RP11-512N4.2,0,45,15,0,0,0,0,6,1,1,52,53,105,3,26993.89,178,1,9543.519352,12755,0,0,19962,1,3.515,3,29,5,4,0,4,0,4,4,1.5,2649.814025,7337,0,0,0,1.5,2649.814025,7337,1.5,2649.814025,7069,0,0,0,1.5,2649.814025,7069,8,5,6,2,63,32,21
RP11-513D5.2,0,31,24,0,0,0,0,0,0,3,41,25,66,3,48164.88,816,1,21538.87063,17315,0,0,19962,0,0,1,25,46,109,1,108,1,20,21,1,18792.25931,17005,3,48164.876,816,1,17640.39199,16913,1,28860.22925,17659,3,48164.876,816,1,27394.05355,17490,103,68,27,17,39,184,33
RP11-513D5.5,0,28,23,0,0,268,0,32,3,5,21,15,36,0,0,0,1,7072.326228,13143.5,0,0,19962,5,6.61875,0,40,174,361,15,346,0,40,40,1,13729.99337,15160,3,39422.53847,816,1,12678.81525,14682,1,6982.437993,12867,0,0,0,1,6982.437993,12867,273,207,21,15,65,647,65
RP11-513G11.2,0,58,43,0,0,0,0,9,2,0,38,32,70,2,22170.7,519,2,8727.316208,13790,2,0,17127,11,7.404091,1,36,121,183,5,178,0,24,24,3,20263.19178,16200,10,100242.9635,795,3,15540.86224,16061,3,6814.096946,16342.5,0,0,0,3,6814.096946,16342.5,155,131,13,14,119,798,61
RP11-513G11.3,2,57,51,0,0,0,0,2,0,0,27,20,47,0,0,0,1,2131.350838,6505,0,0,19962,1,5.02,0,24,41,59,5,54,0,7,7,1,16209.54165,7955,10,99527.65289,795,1,4599.640907,7307,1,578.6733,2281,0,0,0,1,578.6733,2281,85,55,9,12,124,439,49
