LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-256P1.1,1,44,70,0,0,0,0,58,1,4,58,67,125,0,0,0,1,5771.047387,19780,1,0,20814,6,7.5775,0,95,37,243,4,239,0,87,87,1,6110.00996,19404,1.5,16386.92387,728.5,1,6011.822884,19308.5,1,6657.181997,19778,0,0,0,1,6657.181997,19778,67,69,30,39,17,40,16
RP11-257A22.1,0,68,18,0,0,0,0,5,0,0,4,24,28,0,0,0,1,571.8869,9338.5,0,0,23954,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-257I14.1,1,81,10,0,0,0,0,6,0,0,3,28,31,0,0,0,1,877.392375,8177.5,0,0,23954,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-257P3.3,0,83,7,0,0,0,0,18,1,0,40,21,61,0,0,0,1,858.753075,9137.5,0,0,23954,6,6.2325,0,8,1,2,0,2,0,0,0,1,469.7775,3187,0,0,0,1,469.7775,3187,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0
RP11-258B16.1,0,45,72,0,0,0,0,17,1,2,5,32,37,0,0,0,1.5,3936.20775,13984.5,0,0,23954,8,5.815,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-258F1.1,0,44,26,0,0,0,0,27,1,4,28,39,67,7,36516.929,568,1,5269.727407,18797.5,1,0,21671,6,4.906,1,56,18,153,5,148,1,18,19,1,6774.324464,17717,7,36017.81281,576,1,5552.208534,17538,2,7120.979769,11469,7,36516.9291,576,2,2417.627876,11469,47,60,6,9,5,21,0
RP11-258F22.1,0,61,51,0,0,0,0,32,1,1,12,27,39,0,0,0,1,2648.31234,5672,1,0,3977,1,4.47,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-258F22.2,0,51,40,0,0,0,0,32,1,1,5,9,14,0,0,0,1,3190.601525,6171,0,0,23954,1,4.47,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-258J10.1,0,50,34,0,0,0,0,6,0,0,11,28,39,0,0,0,1,1272.6068,13668,1,0,4156,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-258O13.1,0,64,13,0,0,0,0,18,1,1,70,60,130,0,0,0,1,1099.853079,6795,0,0,23954,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-259A24.1,0,71,18,0,0,0,0,8,1,0,26,13,39,0,0,0,1,715.8609,15114,1,0,22266,2,5.236667,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
RP11-259K15.2,0,58,1,0,0,0,0,41,1,1,14,15,29,0,0,0,1,2375.141054,14772,0,0,23954,1,2.18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-259K5.1,0,56,33,0,0,0,0,24,1,1,41,39,80,0,0,0,1,5901.754105,20136.5,0,0,23954,2,8.51,0,66,21,89,0,89,0,61,61,2,7105.691303,20369,0,0,0,2,7105.691303,20369,2,7266.305588,20190,0,0,0,2,7266.305588,20190,33,38,24,25,17,26,17
RP11-259K5.2,0,46,20,0,0,0,0,47,1,5,47,50,97,0,0,0,1,3578.949645,16377.5,0,0,23954,2,8.5475,0,74,31,94,0,94,0,37,37,2,7610.853304,20369,0,0,0,2,7610.853304,20369,2,8615.497605,20683,0,0,0,2,8615.497605,20683,42,44,17,17,8,26,8
RP11-259N19.1,0,52,99,0,0,0,0,46,2,4,84,69,153,5,40371.6994,810,1,4422.835295,13640,2,0,6171,6,7.331,10,65,62,231,24,207,10,60,70,3,18544.99774,19632.5,8,47372.57318,914,2,5629.807986,16507,3,20136.03037,22335,5,42708.81944,837,2,6830.931115,17778,103,101,50,51,14,26,7
RP11-259O18.4,0,53,18,0,0,130,0,3,0,0,18,20,38,0,0,0,1,3011.119848,16926,0,0,23954,0,0,0,50,3,49,0,49,0,49,49,1,3368.096705,17021,0,0,0,1,3368.096705,17021,1,3368.096705,16842,0,0,0,1,3368.096705,16842,12,12,12,12,2,3,2
RP11-259O2.1,0,84,96,0,0,0,0,40,1,0,15,13,28,0,0,0,1,5278.361889,17542,1,0,20822,14,7.297037,0,9,13,61,10,51,0,8,8,1,16495.39135,20651,1,131800.7656,1111,1,6367.216592,19780.5,1,6179.843033,17288,0,0,0,1,6179.843033,17288,29,33,8,6,4,9,1
RP11-259O2.2,2,45,22,0,0,150,0,30,1,2,9,10,19,0,0,0,2,1557.8037,21463,2,0,21559,4,5.4025,0,1,29,90,15,75,0,1,1,1,26723.91788,20832,1,129289.0264,1097,1,7259.006772,20396,2,1557.8037,21209,0,0,0,2,1557.8037,21209,44,47,6,6,4,12,1
RP11-259O2.3,1,58,44,0,0,188,0,35,1,0,14,15,29,0,0,0,1.5,1537.6896,15467,0,0,23954,6,7.518571,0,2,21,74,12,62,0,1,1,2,26706.399,22209,1,108278.8976,1094,2,9372.243043,21553,2,1557.8037,21209,0,0,0,2,1557.8037,21209,39,45,6,6,4,12,1
RP11-259P1.1,1,62,18,0,0,0,0,13,1,0,9,21,30,0,0,0,1,891.3658333,11496,1,0,11592,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-259P20.1,0,48,7,0,0,194,0,2,0,0,76,79,155,0,0,0,1,2770.815981,14597,1,0,19655,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-25B7.1,1,70,81,0,0,0,0,21,1,2,61,41,102,6,27155.265,661,1,4316.67392,17836,1,0,21692,2,8.103333,3,54,1,14,0,14,0,0,0,1,7453.032329,18446.5,0,0,0,1,7453.032329,18446.5,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0
RP11-25C19.3,1,40,18,0,0,134,0,15,1,1,15,31,46,0,0,0,1,1636.944122,8688.5,0,0,23954,1,8.835,0,18,6,48,2,46,0,0,0,2,7053.700771,20813,8,18705.9243,841.5,2,6644.850823,20542,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0
RP11-25D3.1,0,44,22,0,0,0,0,3,0,0,40,50,90,14,65016.2395,1000.5,1,3244.328538,16847,1,0,21296,0,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-25E2.1,0,55,6,0,0,0,0,9,1,0,19,27,46,0,0,0,1,5069.096532,14934,0,0,23954,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-25G10.2,1,91,28,0,0,181,0,20,1,1,66,81,147,0,0,0,1,3617.536234,14670,0,0,23954,1,5.28,0,110,7,53,0,53,0,53,53,1,4486.567963,13868.5,0,0,0,1,4486.567963,13868.5,1,4486.567963,13689.5,0,0,0,1,4486.567963,13689.5,20,26,20,26,2,16,0
RP11-25H12.1,0,48,3,0,0,0,0,25,1,2,7,15,22,0,0,0,1,2527.771505,14598,1,0,20085,1,6.2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-25I11.1,1,99,26,0,0,0,0,48,2,2,14,17,31,0,0,0,1,335.496,2923,1,0,3019,0,0,0,1,42,78,0,78,0,0,0,1,5218.965582,17692,0,0,0,1,5218.965582,17692,0,0,0,0,0,0,0,0,0,61,39,3,2,1,9,1
RP11-25I15.2,1,50,11,0,0,0,0,15,1,1,11,8,19,0,0,0,1,1367.489529,10556,1,0,3193,3,6.772,0,17,4,26,0,26,0,0,0,1,5269.054579,14904,0,0,0,1,5269.054579,14904,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,0
RP11-25I15.3,1,59,25,0,0,0,0,20,1,1,36,28,64,3,47761.2605,789,1,3436.423105,13935.5,0,0,23954,2,6.105,2,42,8,31,2,29,2,12,14,2,10106.9115,18163,3,47761.26045,797,2,5999.164342,18116,3,20504.55615,21203,3,47761.26045,797,3,8823.111443,19933,21,15,8,4,2,5,0
RP11-25I9.2,0,97,47,0,0,0,0,15,1,0,49,79,128,2,86954.82333,946,1,3248.626212,12185,0,0,23954,2,2.46,3,81,22,76,3,73,3,60,63,2,23019.08261,16564,10,163198.3764,1131,1,5153.094186,14419,2,25523.87024,16385,10,163198.3764,1131,2,5414.110925,14138,22,38,19,26,0,5,0
RP11-25K19.1,0,40,108,0,0,0,0,18,1,0,20,18,38,6,25610.497,629,1,2775.68275,11028,1,0,8348,12,6.995714,1,20,19,72,6,66,0,2,2,4,17980.88216,19327,7,36199.77957,806,1,8681.653276,16853.5,3,1690.19175,5773,0,0,0,3,1690.19175,5773,24,34,1,1,0,8,0
RP11-25K21.1,0,75,24,0,0,0,0,19,1,1,13,12,25,5,29172.586,803,1,4120.787604,14401,0,0,23954,2,6.42,3,27,1,21,3,18,3,4,7,4,13441.18318,21926,5,29172.5859,811,4,9901.617565,21409,5,19719.11404,22771,5,29172.5859,811,5,12629.01015,22443,7,14,2,2,0,2,0
RP11-25K21.6,4,61,32,0,0,0,0,24,1,1,47,37,84,7,17290.39633,556,2,5239.529544,17120,2,0,20740,6,7.670833,3,66,14,95,6,89,3,30,33,4,13984.16732,21409,5,27253.55082,811,4,10887.97784,20524,3,11531.89652,20122,7,18617.89294,564,3,10744.56358,19894,37,44,13,12,7,20,5
RP11-25L3.3,0,62,7,0,0,0,0,15,1,0,16,34,50,0,0,0,1,2201.0802,11293.5,0,0,23954,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-25O10.2,0,53,89,0,0,296,0,32,1,2,32,38,70,0,0,0,1,3302.0322,15999,1,0,19093,9,7.05,0,67,20,106,0,106,0,12,12,1,3646.417167,16673,0,0,0,1,3646.417167,16673,3,4100.228233,15722,0,0,0,3,4100.228233,15722,31,40,6,8,2,14,0
RP11-25O3.1,0,53,31,0,0,0,0,15,1,0,8,49,57,0,0,0,1,2912.295038,14875.5,0,0,23954,24,5.4525,0,8,4,1,0,1,0,1,1,2,4261.9437,17628,0,0,0,2,4261.9437,17628,2,4261.9437,17449,0,0,0,2,4261.9437,17449,1,2,1,2,0,2,0
RP11-260A9.6,0,27,13,0,0,0,0,12,1,0,4,9,13,0,0,0,1,1224.690315,13620,1,0,22063,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
RP11-260E18.1,3,63,22,0,0,0,0,31,1,1,45,37,82,0,0,0,1,2647.852492,12407.5,0,0,23954,4,8.072857,0,24,25,47,0,47,0,17,17,2,4747.667377,14895,0,0,0,2,4747.667377,14895,1.5,4848.808246,14566.5,0,0,0,1.5,4848.808246,14566.5,38,28,23,12,7,9,7
RP11-260G13.1,0,24,6,0,0,0,0,9,1,0,3,5,8,0,0,0,1,822.7911333,9712,1,0,9808,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-260M19.1,0,71,23,0,0,0,0,15,1,0,12,13,25,32,54785.762,1012,1,2281.827945,15747,0,0,23954,11,6.56,3,11,2,1,1,0,1,0,1,32,26048.0674,23667,32,26048.0674,1019,0,0,0,32,26048.0674,23488,32,26048.0674,1019,0,0,0,0,0,0,0,0,0,0
RP11-260M19.2,0,51,103,0,0,0,0,26,1,1,11,49,60,48.5,70129.507,1093.5,1,1557.284155,9513,1,0,5238,21,6.945366,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
RP11-260M2.1,0,45,6,0,0,0,0,4,0,2,65,91,156,0,0,0,1,2136.508222,12796,1,0,5840,2,8.74,0,85,1,26,0,26,0,0,0,1,3780.275165,17689.5,0,0,0,1,3780.275165,17689.5,0,0,0,0,0,0,0,0,0,6,11,0,0,7,6,0
RP11-260O18.1,0,34,13,0,0,0,0,9,1,0,22,59,81,0,0,0,1,787.5635688,6562,0,0,23954,1,8.805,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-261C10.1,0,35,10,0,0,72,0,3,0,0,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-261C10.4,0,35,12,0,0,0,0,4,0,0,27,37,64,2.5,27095.9645,718.5,1,4553.531797,13345,1,0,4126,1,8.445,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-261C10.5,1,30,12,1,0,0,0,2,0,0,4,7,11,0,0,0,1,663.37275,6671.5,0,0,23954,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-261N11.8,2,24,111,0,0,0,0,30,1,3,32,30,62,31,79896.168,1101,1,3238.040283,15530,1,0,19735,9,7.513889,3,30,2,3,3,0,3,0,3,96,109458.5697,23777,96,109458.5697,1129,0,0,0,63.5,97785.51255,23588,63.5,97785.51255,1119,0,0,0,3,4,0,0,1,0,0
RP11-261P24.2,0,47,36,0,0,129,0,9,1,0,20,14,34,5,36717.53,1052,2,2910.882906,12721,0,0,23954,1,8.89,1,17,9,90,1,89,1,15,16,1,4190.631479,15720,5,36717.5298,1060,1,3459.689944,15674,2,7164.739582,15656,5,36717.5298,1060,2,3224.367553,12467,37,40,4,7,3,15,1
RP11-261P9.4,0,60,155,0,0,0,0,22,1,2,15,16,31,10,37567.7176,1017,1,5217.479213,18422.5,1,0,21343,1,8.525,5,30,5,99,7,92,2,27,29,1,11063.07669,20674,2,43445.23058,598,1,7873.925173,20289.5,1,9071.2874,18788,2,32085.85835,637.5,1,5783.49155,18168.5,26,29,6,7,1,11,1
RP11-262A12.1,1,63,22,0,0,0,0,5,0,0,35,50,85,3,4200.305,773,1,2992.831012,10363,1,0,3664,0,0,1,26,2,20,1,19,0,2,2,1,6063.069865,18252.5,3,3937.398,737,1,6174.947332,17557,5,17926.5425,22038.5,0,0,0,5,17926.5425,22038.5,5,9,0,0,0,7,0
RP11-262H14.1,0,3,4,0,0,0,0,43,1,2,19,18,37,0,0,0,1,3883.488242,16962,0,0,23954,5,5.906,0,50,24,111,0,111,0,23,23,1,3510.897206,13715,0,0,0,1,3510.897206,13715,1,2991.066995,13437.5,0,0,0,1,2991.066995,13437.5,48,41,5,8,55,9,6
RP11-262H14.3,0,2,16,0,0,0,0,20,0,0,13,12,25,0,0,0,1,1380.979206,10899,1,0,5500,1,2.95,0,33,17,53,0,53,0,0,0,2,3294.299979,14074,0,0,0,2,3294.299979,14074,0,0,0,0,0,0,0,0,0,37,26,0,0,12,0,0
RP11-262H14.4,0,1,23,0,0,0,0,18,0,0,13,12,25,0,0,0,1,1380.979206,10899,1,0,5500,1,2.95,0,33,17,53,0,53,0,0,0,2,3294.299979,14074,0,0,0,2,3294.299979,14074,0,0,0,0,0,0,0,0,0,37,26,0,0,12,0,0
RP11-262I2.2,0,37,53,0,0,0,0,7,1,0,178,167,345,2,36685.6374,641,1,3722.314544,15815.5,1,0,20449,0,0,5,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-262K1.1,0,64,18,0,0,59,0,5,0,0,13,16,29,0,0,0,2,2367.23464,13367,2,0,5852,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-263C24.1,0,53,29,0,0,0,0,19,1,1,16,16,32,0,0,0,1,1089.445165,9820,1,0,7631,0,0,0,17,2,14,0,14,0,3,3,1,1705.81994,11098.5,0,0,0,1,1705.81994,11098.5,1,470.0645667,7281,0,0,0,1,470.0645667,7281,6,9,1,2,4,1,0
RP11-263E1.1,0,59,6,0,0,0,0,8,1,0,22,34,56,0,0,0,1,306.0317667,16806,1,0,17159,0,0,0,3,17,36,0,36,0,0,0,1,1961.484766,14188,0,0,0,1,1961.484766,14188,0,0,0,0,0,0,0,0,0,13,13,3,2,1,7,0
RP11-263K19.4,2,36,168,0,0,0,0,81,2,4,104,64,168,8,49530.55337,842,1,7867.585449,19869,0,0,23954,13,5.88,19,83,49,382,81,301,19,63,82,5,35580.61089,23241,9,59687.61556,953,2,12453.56576,21120,6,36043.9952,22989,10.5,60307.40623,953,2,13905.03029,20941,195,192,49,34,15,54,11
RP11-263K19.6,0,24,47,0,0,0,0,21,1,1,115,89,204,8,49530.55337,842,1,7825.285528,19869,0,0,23954,2,5.665,19,85,30,152,38,114,19,74,93,6,36905.30427,23300,10,59779.70742,953,2,12453.35608,21084,6,33182.86096,22722,10,60417.08936,953,2,11895.34699,20878,101,88,72,58,18,25,16
RP11-263K4.3,0,76,15,0,0,0,0,30,2,1,44,58,102,0,0,0,1,2908.030606,14600,1,0,21855,0,0,0,71,2,9,0,9,0,9,9,1,2412.137789,11965,0,0,0,1,2412.137789,11965,1,2412.137789,11786,0,0,0,1,2412.137789,11786,5,6,4,4,1,1,0
RP11-263K4.4,0,67,9,0,0,106,0,29,2,1,14,16,30,0,0,0,1,2802.27833,13881,0,0,23954,0,0,0,10,2,9,0,9,0,0,0,1,2412.137789,11965,0,0,0,1,2412.137789,11965,0,0,0,0,0,0,0,0,0,5,6,0,0,1,1,0
RP11-263K4.5,0,72,15,0,0,0,0,9,1,0,25,34,59,0,0,0,1,2862.074772,15996,1,0,18585,0,0,0,43,1,9,0,9,0,0,0,1,2412.137789,11965,0,0,0,1,2412.137789,11965,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0
RP11-264A11.1,0,42,27,0,0,52,0,8,0,0,5,15,20,0,0,0,1,1283.035438,10237.5,0,0,23954,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-264B14.1,0,27,19,0,0,0,0,21,1,1,1,10,11,0,0,0,1,1137.317233,21092,1,0,21188,0,0,0,3,3,12,8,4,0,0,0,2,94406.54124,23621.5,2,112162.5971,1117,2.5,61853.77223,21232,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-264B14.2,0,26,20,0,0,129,0,21,1,1,1,10,11,0,0,0,1,1137.317233,21092,1,0,21188,0,0,0,3,3,12,8,4,0,0,0,2,94406.54124,23621.5,2,112162.5971,1117,2.5,61853.77223,21232,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-264B17.2,0,49,79,0,0,0,0,75,1,4,28,29,57,0,0,0,1,3521.836849,16604,1,0,20007,7,4.033636,0,79,35,215,14,201,0,76,76,1,9779.073661,18921,6,37045.49331,1047,1,6615.313085,18292,1,4240.691114,17064,0,0,0,1,4240.691114,17064,61,64,20,20,13,22,10
RP11-264B17.3,0,48,74,21,0,0,0,75,1,1,24,27,51,0,0,0,1,3554.120912,16642,0,0,23954,6,3.681111,0,78,35,215,14,201,0,76,76,1,9779.073661,18921,6,37045.49331,1047,1,6615.313085,18292,1,4240.691114,17064,0,0,0,1,4240.691114,17064,61,64,18,20,13,22,10
RP11-264B17.4,1,47,63,0,0,0,0,17,1,2,19,21,40,0,0,0,1,2608.165929,14457.5,0,0,23954,15,8.200345,0,52,5,75,0,75,0,49,49,1,2563.9383,14239,0,0,0,1,2563.9383,14239,1,2409.083325,13908,0,0,0,1,2409.083325,13908,17,14,13,12,7,4,4
RP11-264B17.5,0,61,71,0,0,0,0,13,1,0,18,21,39,0,0,0,1,2654.628653,14403,1,0,19466,1,7.72,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
RP11-264C15.2,0,57,66,0,0,0,0,32,1,1,14,19,33,0,0,0,1,2273.132435,14180,0,0,23954,0,0,0,20,2,7,1,6,0,0,0,2,7475.784557,14679,2,27241.65,419,2,4181.47365,10938,0,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0
RP11-264E18.1,1,51,15,0,0,77,0,18,1,0,23,40,63,0,0,0,1,448.2418417,6187,0,0,23954,4,5.9925,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RP11-264F23.4,0,21,70,0,0,0,0,29,1,1,24,23,47,0,0,0,1,2648.606769,15708.5,0,0,23954,14,6.618421,0,26,28,65,0,65,0,25,25,1,3489.993609,13751,0,0,0,1,3489.993609,13751,1,2878.997192,15431,0,0,0,1,2878.997192,15431,28,32,5,5,6,9,5
RP11-264I13.2,0,60,22,0,0,0,0,7,1,1,92,119,211,1,22981.1335,544.5,1,4822.177831,18477.5,0,0,23954,5,8.683,2,70,22,79,2,77,2,24,26,1,5230.564902,18771.5,1,22981.1335,552.5,1,4628.850713,18465.5,1,7837.075377,19844,1,22981.1335,552.5,1,6575.070533,19633,53,42,16,16,8,8,8
RP11-264K23.1,0,51,19,0,0,71,0,7,0,0,2,7,9,0,0,0,1,506.282225,3948.5,0,0,23954,0,0,0,4,2,4,0,4,0,4,4,1,506.282225,3873.5,0,0,0,1,506.282225,3873.5,1,506.282225,3694.5,0,0,0,1,506.282225,3694.5,0,0,0,0,0,0,0
RP11-264L1.3,3,122,53,4,0,0,0,17,1,1,7,15,22,0,0,0,1,1015.81322,15522,1,0,17541,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-264L1.4,0,117,28,0,0,0,0,15,1,2,4,19,23,0,0,0,1,1925.406411,14573,1,0,19813,3,8.538333,0,9,2,2,0,2,0,0,0,1,371.11875,14906.5,0,0,0,1,371.11875,14906.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
RP11-264M12.2,0,75,22,0,0,111,0,11,1,0,22,35,57,0,0,0,1,1359.754722,10825,1,0,7892,0,0,0,27,1,22,0,22,0,22,22,1,1452.825595,10699,0,0,0,1,1452.825595,10699,1,1452.825595,10520,0,0,0,1,1452.825595,10520,4,7,4,7,7,6,6
RP11-265D17.2,0,99,22,0,0,239,0,29,1,1,64,47,111,7,61727.55427,934,1,6601.773298,19361,0,0,23954,3,6.65,11,51,24,98,8,90,3,33,36,3,23333.52299,21000,11,116276.2686,1060,2,9353.277135,20517,3,29541.66084,21336,12,149797.9471,1127,3,10178.36051,21087,53,50,25,21,1,13,1
RP11-265E18.1,0,55,22,0,0,0,0,10,1,0,44,52,96,1,6505.769,685,1,6223.856732,18399,1,0,19706,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
RP11-265F19.1,0,55,19,0,0,0,0,17,1,1,12,24,36,0,0,0,1,1831.338,13262,0,0,23954,1,6.725,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
RP11-265N6.1,0,52,29,0,0,0,0,3,0,0,26,30,56,0,0,0,1,3720.701939,16681,1,0,20980,1,8.825,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
RP11-265N6.2,0,51,31,0,0,0,0,42,2,3,14,19,33,0,0,0,1,2242.457617,13715,0,0,23954,4,5.982857,0,42,20,87,0,87,0,37,37,1,4181.618308,16606,0,0,0,1,4181.618308,16606,1,2679.675001,15359,0,0,0,1,2679.675001,15359,28,33,9,10,12,18,10
RP11-265N7.2,0,57,2,0,0,182,0,9,0,0,33,38,71,6.5,33863.5186,721.5,1,4822.990765,15272,2,0,21334,1,8.6,10,49,25,151,16,135,10,47,57,3,16425.68732,20035,7,40210.37211,820,2,7004.858631,17101,5,19049.48265,21998,7,38687.99223,820,2,7614.40112,16051,85,74,18,14,1,6,1
RP11-265O12.1,0,53,19,0,0,0,0,6,1,0,34,46,80,0,0,0,1,2638.074276,15874.5,0,0,23954,4,8.6775,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-266A24.1,0,47,58,0,0,0,0,5,0,0,15,30,45,0,0,0,1.5,3460.31485,13989,0,0,23954,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-266E14.1,0,73,25,0,0,0,0,8,1,0,27,30,57,0,0,0,1,3646.284282,15977,1,0,18924,0,0,0,39,10,59,3,56,0,1,1,1,12569.06384,16854,22,82111.28132,1047,1,4745.564375,16050,1,1115.49,5630,0,0,0,1,1115.49,5630,28,31,1,1,0,10,0
