LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
CTC-301O7.4,0,47,89,0,0,0,0,44,1,2,42,45,87,0,0,0,1,2596.474583,13760,0,0,23954,4,5.484,0,48,5,25,0,25,0,25,25,1,3744.277284,16288,0,0,0,1,3744.277284,16288,1,3744.277284,16109,0,0,0,1,3744.277284,16109,10,8,10,8,2,2,2
CTC-303L1.2,0,58,32,0,0,0,0,71,1,4,30,33,63,0,0,0,1,2293.892857,14189.5,0,0,23954,1,7.81,0,42,11,59,0,59,0,27,27,1,2376.049117,14574,0,0,0,1,2376.049117,14574,1,2760.545084,15442,0,0,0,1,2760.545084,15442,17,19,8,10,10,17,10
CTC-304I17.2,1,65,5,0,0,96,0,8,1,1,8,9,17,0,0,0,1,334.1212,15272.5,0,0,23954,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
CTC-304I17.3,0,65,2,0,0,0,0,6,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,2100.9079,8684.5,0,0,0,1,2100.9079,8684.5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
CTC-304I17.4,1,59,28,0,0,0,0,5,0,0,4,1,5,0,0,0,1,839.0603739,10767,1,0,8125,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTC-304I17.5,0,50,24,0,0,0,0,10,1,0,11,15,26,0,0,0,1,518.559275,8528.5,0,0,23954,16,5.838846,0,4,1,2,0,2,0,0,0,1,2100.9079,8684.5,0,0,0,1,2100.9079,8684.5,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0
CTC-305H11.1,1,67,6,0,0,58,0,11,1,1,13,43,56,0,0,0,1,819.1559417,12831.5,0,0,23954,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-308K20.1,0,57,80,2,0,0,0,66,1,3,29,33,62,11.5,55776.884,1012.5,1,4323.570388,16611,0,0,23954,2,8.34,4,60,48,210,24,186,4,55,59,3,22562.8273,21085,8,44012.96231,1028,2,10900.40634,18095,1,13587.386,18361,10,54291.25457,973,1,5606.235306,17396,100,101,14,20,7,22,7
CTC-308K20.2,1,61,42,0,0,0,0,23,1,2,47,50,97,10,57341.1568,1060,1,5178.106521,17330.5,1,0,23502,1,9.15,5,84,43,169,24,145,5,58,63,6,27874.13068,23018,8,45887.85371,1049,2,13060.95907,18013,3,25210.02324,18826,10,61261.32345,1068,2,10843.71564,17094,85,81,25,31,9,14,6
CTC-313D10.1,0,76,10,0,0,0,0,3,0,0,8,21,29,0,0,0,1,1326.361856,7196,1,0,3480,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-321K16.1,0,36,22,0,0,0,0,36,1,3,25,25,50,0,0,0,1,878.9892,7370.5,0,0,23954,0,0,0,8,6,9,0,9,0,0,0,1,1360.10715,9194.5,0,0,0,1,1360.10715,9194.5,0,0,0,0,0,0,0,0,0,23,23,0,0,1,2,0
CTC-321K16.4,0,49,4,0,0,0,0,17,1,1,19,14,33,0,0,0,1,1628.868189,8393,1,0,4069,5,6.432222,0,9,1,27,0,27,0,0,0,2,7102.962079,19906.5,0,0,0,2,7102.962079,19906.5,0,0,0,0,0,0,0,0,0,6,9,0,0,2,3,0
CTC-325H20.4,1,78,26,0,0,0,0,6,0,0,32,42,74,0,0,0,1,2433.470394,13555.5,0,0,23954,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CTC-325J23.2,0,88,89,0,0,0,0,5,0,2,19,29,48,0,0,0,1,3664.235729,16889,0,0,23954,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-325J23.3,0,69,61,0,0,0,0,13,1,2,16,26,42,0,0,0,1,4045.263776,17436,1,0,19092,1,7.675,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-327F10.4,0,84,2,0,0,0,0,13,1,0,23,25,48,0,0,0,1,2919.449093,15811,1,0,20021,6,6.2,0,15,1,1,0,1,0,0,0,1,205.9212,0,0,0,0,1,205.9212,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,6,0
CTC-327F10.5,0,87,4,0,0,0,0,47,2,3,28,30,58,0,0,0,1,2519.543522,15376.5,0,0,23954,1,7.93,0,18,7,11,0,11,0,11,11,3,5536.540197,17556,0,0,0,3,5536.540197,17556,3,5536.540197,17377,0,0,0,3,5536.540197,17377,7,5,6,3,0,0,0
CTC-329D1.2,0,37,54,0,0,0,0,75,1,3,25,35,60,0,0,0,1,5920.636987,20056,1,0,20397,2,5.795,0,31,71,479,27,452,0,29,29,2,10749.6021,20105,7,40586.21607,822,2,7117.318662,19779,1,7708.938774,19854.5,0,0,0,1,7708.938774,19854.5,173,180,13,17,16,111,9
CTC-329D1.3,0,31,15,0,0,0,0,51,1,4,53,58,111,7,35787.19367,805.5,1,4699.96189,17907,1,0,20555,6,6.186,6,67,29,258,8,250,6,62,68,1,7133.908646,19287,7,33439.02566,805,1,5824.110289,19108,1,11222.70913,19846,8,37079.29156,822,1,6501.072343,19600,104,106,24,26,15,62,13
CTC-332L22.1,0,53,72,0,0,0,0,56,1,4,60,66,126,0,0,0,1,3572.665766,14049,1,0,973,1,7.64,0,79,19,144,1,143,0,37,37,1,4297.415461,17581,3,30969.0755,536,1,4010.623417,17539,1,5505.06293,18671.5,0,0,0,1,5505.06293,18671.5,36,61,12,19,9,31,9
CTC-336P14.1,0,46,124,0,0,0,0,71,1,4,36,44,80,0,0,0,1,4299.510845,17929,1,0,20035,2,8.6175,0,75,40,225,0,225,0,73,73,1,4185.716943,17092.5,0,0,0,1,4185.716943,17092.5,1,4486.359206,17675,0,0,0,1,4486.359206,17675,75,87,26,36,8,38,8
CTC-338M12.1,1,77,61,0,0,0,0,64,2,3,79,78,157,3,52890.1713,836,2,9124.686103,20856,0,0,23954,6,6.704,27,61,23,147,32,115,27,51,78,5,46546.59168,23069,8,85979.88874,918,3,15278.16441,21789,5,42550.2633,22857,8,82665.17494,918,3,14644.23781,21610,78,85,63,68,17,11,9
CTC-338M12.2,0,60,44,3,0,0,0,59,1,2,74,79,153,3,55087.07304,877,2,7763.589072,19646,2,0,23704,14,7.663929,25,76,38,199,32,167,25,46,71,6,50823.03648,23069,9,92056.65526,918,3,15963.52296,21810,6,50318.19313,22890,9,90243.73595,918,3,16780.73715,21610,95,105,47,48,16,21,6
CTC-338M12.4,0,77,49,0,0,9,0,76,2,3,52,55,107,3,53786.77108,856.5,1,9668.684804,21541,2,0,23660,6,4.6625,26,47,28,114,27,87,26,46,72,3,47354.3475,23374,4,71231.67811,899,3,15012.68973,22245,3,49049.08477,23219,4,70450.95572,899,2,16015.76223,22740,72,79,44,50,14,19,14
CTC-338M12.5,0,82,57,0,0,0,0,75,1,4,65,66,131,3,54063.46812,856.5,2,9296.638029,20569,0,0,23954,6,5.381818,26,58,51,217,32,185,26,46,72,4,48580.42485,23341,6,81357.27751,907,3,15187.83796,21847,5,49708.75118,23162,6,80524.75093,907,3,16691.60859,21631,108,121,49,53,16,27,6
CTC-338M12.6,0,78,48,0,0,0,0,70,1,4,79,80,159,3,52890.1713,836,2,8854.365154,20856,0,0,23954,11,7.186667,27,63,48,209,32,177,27,51,78,4,48779.96662,23301,6,83123.44876,918,3,15214.93675,21810,5,47132.00573,22980,7,80685.15109,907,3,15461.10999,21631,105,117,63,66,17,27,7
CTC-338M12.7,0,56,28,0,0,0,0,24,1,4,72,76,148,3,52890.1713,836,2,9944.290881,21571,0,0,23954,12,8.14375,27,57,4,57,27,30,27,30,57,3,45551.06116,23374,3,68615.00123,899,3,14482.57718,22041,3,41060.35801,23164.5,3.5,66991.33167,892,3,13277.17195,21649.5,28,25,28,25,12,2,2
CTC-338M12.9,0,45,42,0,0,0,0,19,1,0,29,26,55,3,56921.41495,836,1,7228.51921,21907,0,0,23954,7,6.072857,21,21,3,54,27,27,21,10,31,4,46836.43731,23346,6,74867.28703,907,3,15247.82589,21810,3,67109.61143,23310,3,87361.49497,907,2,12429.52586,22808,15,14,7,7,7,1,1
CTC-339D2.1,0,76,1,0,0,0,0,7,1,0,15,29,44,0,0,0,1,2490.777042,14956,0,0,23954,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-339F2.2,0,70,12,0,0,93,0,11,1,1,7,14,21,0,0,0,1,2164.606427,14494,1,0,20379,1,7.22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-340A15.2,2,42,15,0,0,0,0,11,1,0,26,60,86,0,0,0,1,1059.581521,9945,0,0,23954,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CTC-340D7.1,0,68,64,0,0,0,0,45,1,3,22,30,52,0,0,0,1,2053.352542,12180,1,0,3288,0,0,0,19,7,75,3,72,0,2,2,1,5927.595853,16157,6,28220.05792,650,1,4766.530121,15836,2,1185.28,883,0,0,0,2,1185.28,883,25,30,1,2,0,6,0
CTC-340I23.2,0,48,15,0,0,0,0,6,0,0,29,50,79,0,0,0,1,885.8939552,10434,1,0,7196,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-344H19.4,0,53,53,0,0,0,0,16,1,2,34,45,79,0,0,0,1,1318.546826,11417,1,0,8093,23,8.069348,0,47,16,112,6,106,0,31,31,3,10416.68294,19730,4,29211.83374,694,3,9124.920002,18590,1,1216.854793,10809,0,0,0,1,1216.854793,10809,59,52,13,13,3,4,3
CTC-345K18.2,0,70,56,0,0,0,0,25,1,1,67,65,132,3.5,26372.782,658.5,1,4143.06591,16265,1,0,19077,8,7.395833,2,133,25,221,21,200,2,100,102,2,11612.67043,19385.5,5,37623.26173,855,2,7086.151941,18310,2,6667.048212,16982,3.5,26372.7821,666.5,2,6219.190624,16915,67,60,25,25,5,26,4
CTC-347C20.1,0,43,18,0,0,0,0,34,1,1,2,13,15,0,0,0,1,1956.6644,9560,0,0,23954,0,0,0,2,1,27,2,25,0,0,0,1,8050.143519,19727,4,34891.087,978.5,1,5902.86804,19712,0,0,0,0,0,0,0,0,0,5,7,0,0,0,6,0
CTC-347C20.2,0,50,52,0,0,0,0,15,1,0,12,27,39,2,34354.013,878.5,1,5184.540882,15892.5,0,0,23954,2,7.93,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-348L5.1,0,49,24,0,0,0,0,8,1,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-349C3.2,0,56,6,0,0,0,0,19,1,0,27,27,54,7,33537.586,287,1,3207.792345,13780,0,0,23954,1,5.5,1,31,27,95,4,91,1,19,20,3,10452.00165,19600,7,23534.51245,115,3,8791.529128,19433,2,10475.54259,15030,7,33537.5856,295,2,3886.387443,12634,42,37,7,2,1,8,0
CTC-350I8.1,0,44,60,0,0,0,0,76,2,5,12,23,35,0,0,0,1,7007.262345,21214,1,0,21456,2,5.55,0,31,39,214,2,212,0,28,28,1,6625.865951,19121,5,23439.41135,934.5,1,6570.375702,19115,1,7970.28461,21039,0,0,0,1,7970.28461,21039,69,70,6,13,5,34,5
CTC-353G13.1,0,73,5,0,0,0,0,23,1,1,12,17,29,2,19439.93,470,1,3294.408409,17257,0,0,23954,0,0,1,11,7,10,1,9,1,4,5,2,5939.266905,9578,2,19439.9296,478,3,4350.953647,9414,2,6923.05336,18860,2,19439.9296,478,2,3793.8343,14129.5,2,3,0,1,9,0,0
CTC-359M8.1,0,68,55,0,0,0,0,18,1,0,14,18,32,0,0,0,1,1265.291258,10940.5,0,0,23954,9,7.157778,0,12,1,28,0,28,0,0,0,1,3679.869079,17736.5,0,0,0,1,3679.869079,17736.5,0,0,0,0,0,0,0,0,0,5,7,0,0,2,8,0
CTC-359M8.3,0,71,55,0,0,112,0,19,1,0,9,13,22,0,0,0,1,1433.844167,13457,0,0,23954,9,7.157778,0,6,1,28,0,28,0,0,0,1,3679.869079,17736.5,0,0,0,1,3679.869079,17736.5,0,0,0,0,0,0,0,0,0,5,7,0,0,2,8,0
CTC-360G5.6,0,43,151,0,0,0,0,56,1,3,56,48,104,5,38489.75895,725,1,3351.891547,14331,0,0,23954,7,6.939286,21,47,5,30,21,9,21,9,30,4.5,29499.2157,23327,5,38489.75896,733,3,8521.281444,22865,4.5,29499.2157,23148,5,38489.75896,733,3,8521.281444,22686,12,13,12,13,13,6,6
CTC-360G5.9,0,58,148,0,0,0,0,19,1,1,29,33,62,0,0,0,1,2842.626082,15665,0,0,23954,3,7.64,0,74,3,50,0,50,0,26,26,1,4737.089258,15982,0,0,0,1,4737.089258,15982,1,3687.931304,17408,0,0,0,1,3687.931304,17408,12,14,4,7,7,4,3
CTC-360P9.3,1,59,28,0,0,0,0,17,1,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-360P9.4,0,64,14,0,0,0,0,6,1,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-366B18.2,1,48,4,0,0,0,0,27,1,1,17,22,39,0,0,0,1,3854.889711,16241,1,0,19571,2,6.9675,0,53,10,49,0,49,0,49,49,2,5101.662565,15604,0,0,0,2,5101.662565,15604,1,4823.398683,15611,0,0,0,1,4823.398683,15611,12,13,12,13,1,8,0
CTC-366B18.4,1,48,5,0,0,0,0,27,1,1,26,30,56,0,0,0,1,2664.766709,13101,0,0,23954,2,6.9675,0,66,10,49,0,49,0,21,21,2,5101.662565,15604,0,0,0,2,5101.662565,15604,2,5602.537554,12785,0,0,0,2,5602.537554,12785,12,13,6,7,1,8,0
CTC-367F4.1,1,68,1,0,0,0,0,19,1,0,8,20,28,0,0,0,1,1545.501117,11512.5,0,0,23954,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CTC-367J11.1,0,47,82,0,0,0,0,55,1,4,110,132,242,5,34555.98442,749.5,1,4986.139251,18148,1,0,20843,8,7.072857,12,111,53,237,13,224,11,73,84,4,17165.82103,20917,5,38267.36656,855,2,8439.08017,18998,3,17027.94323,20546,5,38398.79844,900,1.5,7259.951329,18819,110,106,57,59,8,41,8
CTC-369A16.2,0,56,43,0,0,0,0,11,1,0,29,42,71,0,0,0,1,2967.11583,12295.5,0,0,23954,1,7.575,0,40,4,17,0,17,0,9,9,3,3536.642908,14062,0,0,0,3,3536.642908,14062,1.5,2885.911831,13883,0,0,0,1.5,2885.911831,13883,8,8,5,3,0,0,0
CTC-378H22.1,0,37,52,0,0,0,0,36,2,2,28,32,60,0,0,0,2,5245.837245,18081,2,0,2024,8,7.208667,0,31,50,258,19,239,0,30,30,2,13380.76035,20074,5,40138.27897,879,2,7365.504231,19376,2,7607.728882,19563,0,0,0,2,7607.728882,19563,124,105,15,13,1,31,1
CTC-378H22.2,0,28,61,0,0,0,0,16,1,0,94,88,182,5,40742.78856,888.5,2,7631.058674,19624.5,0,0,23954,0,0,18,72,2,14,2,12,0,3,3,3,10990.17884,19742,7.5,33939.8619,583,3,7590.225793,19711,4,12209.8058,19563,0,0,0,4,12209.8058,19563,5,2,1,0,2,0,0
CTC-379B2.4,1,66,90,0,0,0,0,4,1,1,41,50,91,0,0,0,1,3164.737952,15619,1,0,18835,0,0,0,81,4,53,0,53,0,45,45,1,4418.386753,16354,0,0,0,1,4418.386753,16354,1,4305.883706,16175,0,0,0,1,4305.883706,16175,16,16,13,12,8,8,8
CTC-384G19.1,2,61,19,0,0,0,0,5,0,1,2,13,15,0,0,0,1,3180.2112,16298,1,0,21276,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-391G2.1,0,45,35,0,0,0,0,19,1,0,54,54,108,0,0,0,1,2656.715771,13743.5,0,0,23954,1,6.105,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
CTC-400I9.1,0,58,24,0,0,0,0,17,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-400I9.2,2,71,25,0,0,0,0,8,1,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-400I9.3,1,58,82,0,0,0,0,8,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CTC-419K13.1,1,74,14,0,0,0,0,38,1,1,74,90,164,4,27911.168,630.5,1,3856.698217,14845,0,0,23954,2,6.483333,10,100,9,55,9,46,9,41,50,2,12185.48778,20449,5,29277.52442,675,2,6586.372322,19304.5,2,12194.42472,20518.5,4,28140.24775,657,1,6648.051487,19345.5,22,28,19,23,0,0,0
CTC-420A11.2,1,54,23,0,0,0,0,12,0,0,3,10,13,0,0,0,1,1118.174769,10822,1,0,3245,1,8.235,0,13,1,3,0,3,0,0,0,1,484.9305333,8353,0,0,0,1,484.9305333,8353,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CTC-425F1.2,2,48,49,0,0,0,0,12,1,2,110,59,169,6,31764.52155,751,2,7297.928392,17203.5,2,0,20619,4,8.635,11,62,7,76,35,41,11,37,48,6,29375.7763,23139,6,45333.30927,870,5,14706.29532,21263,5,19739.70005,22806,6,32686.82199,759,4,13686.50018,20934,38,19,30,18,11,5,5
CTC-425F1.4,3,28,102,0,0,0,0,67,1,5,99,52,151,6,31764.52155,751,1,8451.592205,17558,3,0,23602,9,7.534706,11,40,45,200,79,121,11,22,33,5,31367.08836,23179,6,47490.84197,931,4,14744.66195,22482,6,23907.80075,22945,6,31728.69573,759,6,18450.05389,22599,171,117,27,27,8,14,4
CTC-425O23.2,1,34,124,0,0,0,0,36,1,4,57,57,114,0,0,0,1,4101.49258,17120,0,0,23954,5,6.648,0,92,18,206,23,183,0,25,25,2,14129.54175,19553,6,34283.69257,771,1,6362.493596,16867,1,4898.491604,16810,0,0,0,1,4898.491604,16810,74,65,4,3,5,19,1
CTC-428G20.2,1,55,20,0,0,0,0,22,1,1,18,8,26,0,0,0,1,3487.535646,15476.5,0,0,23954,16,7.633437,0,26,5,76,1,75,0,26,26,1,3564.562526,15666,2,24557.7045,91,1,3490.381812,15666,1,3487.535646,15222.5,0,0,0,1,3487.535646,15222.5,17,22,8,5,7,18,7
CTC-428G20.6,0,43,4,0,0,0,0,66,1,4,47,68,115,0,0,0,1,2200.694023,12719,1,0,5196,6,6.4325,0,77,16,84,1,83,0,25,25,1,2830.23669,13613,2,24557.7045,91,1,2661.806707,13566.5,1,1473.581974,11040,0,0,0,1,1473.581974,11040,30,28,5,6,12,23,7
CTC-429C10.2,1,101,20,0,0,0,0,26,1,1,16,12,28,0,0,0,1,2065.535461,13994.5,0,0,23954,16,7.822187,0,46,4,38,0,38,0,38,38,1,2265.981658,14883.5,0,0,0,1,2265.981658,14883.5,1,2265.981658,14704.5,0,0,0,1,2265.981658,14704.5,10,10,10,10,1,1,1
CTC-429L19.3,0,47,68,2,0,0,0,24,1,4,122,92,214,3,37003.1175,858.5,1,5749.502461,18212.5,0,0,23954,6,7.670833,4,124,13,104,7,97,4,74,78,2,11912.4018,21269.5,4,42778.97723,802,2,8390.71199,20990,2,10766.1984,21044.5,2,39804.90988,802,1.5,7813.109102,20507,71,42,46,34,10,10,4
CTC-429P9.1,0,43,87,0,0,0,0,63,1,5,50,24,74,0,0,0,1,6597.902224,19178,1,0,20620,5,6.547,0,71,16,85,0,85,0,47,47,2,7730.172163,19250,0,0,0,2,7730.172163,19250,2,7263.786593,18707,0,0,0,2,7263.786593,18707,52,31,29,13,3,6,2
CTC-429P9.2,0,47,31,0,0,0,0,18,1,3,68,32,100,0,0,0,2,6897.149745,19374,0,0,23954,0,0,0,82,1,26,0,26,0,26,26,2,10184.18351,20581,0,0,0,2,10184.18351,20581,2,9867.512954,20341,0,0,0,2,9867.512954,20341,12,7,12,7,6,1,1
CTC-429P9.3,0,57,59,7,0,0,0,11,0,3,42,22,64,0,0,0,1,6180.392997,19050,1,0,20701,0,0,0,73,3,50,0,50,0,50,50,1,5850.285808,18975,0,0,0,1,5850.285808,18975,1,5679.778844,18707,0,0,0,1,5679.778844,18707,18,12,18,12,3,3,3
CTC-429P9.5,0,61,40,0,0,0,0,12,0,2,49,35,84,0,0,0,1,4953.013197,18800.5,0,0,23954,1,8.6,0,76,2,50,0,50,0,50,50,1,6140.567103,19348,0,0,0,1,6140.567103,19348,1,5955.597478,19008,0,0,0,1,5955.597478,19008,18,12,18,12,3,3,3
CTC-430J12.2,2,59,165,0,0,0,0,49,1,3,23,31,54,0,0,0,1.5,4409.186698,14228,0,0,23954,1,7.86,0,40,11,51,1,50,0,0,0,1,6330.693907,17833,9,19110.08,938,1,6230.854953,17833,0,0,0,0,0,0,0,0,0,33,43,0,0,1,2,0
CTC-431G16.2,0,49,65,0,0,0,0,7,1,0,21,21,42,0,0,0,1,3767.800217,17365.5,0,0,23954,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-435M10.10,0,66,63,0,0,0,0,68,1,4,67,65,132,0,0,0,2,7190.217189,18605,0,0,23954,2,7.835,0,104,18,99,0,99,0,83,83,2,9027.961201,19578,0,0,0,2,9027.961201,19578,2,9606.666286,19512,0,0,0,2,9606.666286,19512,45,46,37,38,7,5,4
CTC-435M10.6,0,56,47,0,0,0,0,11,1,2,37,30,67,0,0,0,2,5565.400956,17316,0,0,23954,2,8.64,0,66,5,77,0,77,0,53,53,2,5766.888085,17617,0,0,0,2,5766.888085,17617,2,5091.858688,17282,0,0,0,2,5091.858688,17282,30,34,17,21,4,5,4
CTC-436K13.1,0,66,15,0,0,0,0,19,1,1,29,35,64,0,0,0,1,1230.950925,12013,0,0,23954,1,7.51,0,16,7,5,0,5,0,0,0,1,2066.01906,11719,0,0,0,1,2066.01906,11719,0,0,0,0,0,0,0,0,0,11,13,2,4,0,1,0
CTC-436K13.2,0,50,19,0,0,110,0,12,1,0,6,5,11,0,0,0,1,1217.2995,6850,1,0,6946,1,2.74,0,1,1,2,0,2,0,0,0,1.5,2459.46365,11311,0,0,0,1.5,2459.46365,11311,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1,0
CTC-436K13.3,2,48,13,0,0,0,0,10,1,0,4,6,10,0,0,0,1,1217.2995,6850,1,0,6946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-436K13.5,0,50,11,0,0,153,0,22,1,1,8,12,20,0,0,0,1.5,831.96,18716,0,0,23954,1,7.51,0,2,5,2,0,2,0,0,0,1,2538.8864,11908.5,0,0,0,1,2538.8864,11908.5,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0
CTC-436K13.6,0,59,5,0,0,0,0,10,1,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-436P18.1,0,27,18,0,0,0,0,74,1,4,12,26,38,0,0,0,1,4132.657502,18265,1,0,20228,3,8.661667,0,45,37,170,6,164,0,33,33,2,10666.71909,18952,6,34777.30837,810,1,5205.204393,17451.5,1,5318.451917,19484,0,0,0,1,5318.451917,19484,59,76,5,12,8,46,8
CTC-436P18.3,0,53,8,0,0,0,0,14,1,1,66,71,137,6,31889.45667,829.5,1,3186.930418,14541,1,0,21560,0,0,6,89,3,62,5,57,5,31,36,1,7185.183444,18725.5,6,36985.9886,810,1,4571.077728,17916,1,8418.20395,14679.5,6,36985.9886,810,1,3810.496748,13896,13,17,9,11,5,19,4
CTC-439O9.3,0,79,16,0,0,0,0,12,1,0,8,24,32,0,0,0,1,1369.030938,10407.5,0,0,23954,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
